Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE,Model1_Prediction,Model2_Prediction,Model3_Prediction,Model4_Prediction,Model5_Prediction,Model1_Error,Model2_Error,Model3_Error,Model4_Error,Model5_Error
2017,11,WAS,11,Sun,19-Nov,1:00PM,1,Washington Redskins,New Orleans Saints,31,456,0,1,34,535,1,-1,-3,721,0,9-Jul,1,3,0,0.4,1.1,-0.5,3,0,14,NFC East,1478,-22,0,-28.4,0.04,0.003,0.003,0.003,4,5,0,7.4,8.6,0.257,0.414,0.421,0.513,0.049,0.29,0.056,15,0.028,0.086,0,-0.03,16,-0.026,-0.098,-0.038,-0.035,-0.024,-0.087,9,6.9,0.05,0.175,65,991,1,0,Regular Season,23.41,24.41,32.54,27,33.66,7.59,6.59,1.55,4,2.66
2017,11,NO,11,Sun,19-Nov,1:00PM,1,New Orleans Saints,Washington Redskins,34,535,1,-1,31,456,0,1,3,721,1,6-Dec,6.7,3,0,7.9,-1.2,0,9,0,7,NFC South,1644,34,0,0,0.88,0.69,0.45,0.11,7,2,0,11.6,4.4,0.194,0.536,0.17,0.574,0.245,0.455,0.325,2,0.339,0.257,-0.09,-0.021,1,0.35,0.373,0.224,-0.114,0.012,0.306,16,14.1,0.014,0.064,65,991,1,0,Regular Season,27.05,27.7,37.35,31,32.23,6.95,6.3,3.35,3,1.77
2017,3,ARI,3,Mon,25-Sep,8:30PM,0,Arizona Cardinals,Dallas Cowboys,17,332,0,0,28,273,0,0,-11,722,0,8-Aug,-4.9,13,0,-6.6,2,-0.4,20,0,19,NFC West,1529,15,0,0,0.55,0.42,0.16,0.03,1,1,0,9.4,6.6,-0.006,0.407,0.036,0.407,-0.121,0.409,-0.258,21,-0.12,-0.21,-0.049,-0.096,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,45,605,0,0,Regular Season,19.64,19.45,23.3,16,21.02,2.64,2.45,6.3,1,4.02
2017,3,DAL,3,Mon,25-Sep,8:30PM,0,Dallas Cowboys,Arizona Cardinals,28,273,0,0,17,332,0,0,11,722,1,7-Sep,2.9,13,0,4,-1.3,0.3,6,0,11,NFC East,1560,-28,0,0,0.49,0.37,0.15,0.04,1,1,0,8.8,7.2,0.115,0.391,0.228,0.476,0.02,0.32,0.059,18,0.104,-0.014,0.029,0.101,11,0.093,0.13,0.066,0.019,0.046,0.085,2,9.4,-0.005,0.202,45,605,0,0,Regular Season,24.62,24.16,21.16,20,26.25,3.38,3.84,6.84,8,1.75
2017,7,ARI,7,Sun,22-Oct,1:00PM,1,Arizona Cardinals,St. Louis Rams,0,196,2,-1,33,425,1,1,-33,723,0,8-Aug,-4.9,10,0,-6.6,2,-0.4,20,0,19,NFC West,1498,15,0,-28.9,0.32,0.23,0.04,0.01,3,3,0,8.3,7.7,-0.394,0.28,-0.426,0.297,-0.303,0.231,-0.286,27,-0.264,-0.156,0.028,-0.101,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,33,621,3,0,Regular Season,19.64,17.04,10.16,10,6.84,19.64,17.04,10.16,10,6.84
2017,7,LA,7,Sun,22-Oct,1:00PM,1,St. Louis Rams,Arizona Cardinals,33,425,1,1,0,196,2,-1,33,723,1,6-Nov,3.9,10,0,2.5,1.1,0.3,17,0,5,NFC West,1476,34,0,0,0.33,0.2,0.07,0.01,4,2,0,8.5,7.5,0.13,0.43,0.043,0.425,0.22,0.436,0.275,4,0.254,0.055,-0.152,0.068,3,0.276,0.272,0.113,-0.095,0.068,0.263,30,11.3,0.003,0.267,33,621,3,0,Regular Season,25.26,23.75,29.84,31,29.12,7.74,9.25,3.16,2,3.88
2017,13,ARI,13,Sun,3-Dec,4:25PM,0,Arizona Cardinals,St. Louis Rams,16,305,2,-1,32,303,1,1,-16,724,0,8-Aug,-4.9,10,0,-6.6,2,-0.4,20,0,19,NFC West,1454,15,0,-84.2,0.02,0.003,0.003,0.003,5,6,0,7.2,8.8,-0.245,0.375,-0.4,0.341,0.094,0.45,-0.119,23,-0.059,-0.137,-0.088,-0.069,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,48,608,3,0,Regular Season,19.64,17.04,17.19,16,13.24,3.64,1.04,1.19,0,2.76
2017,13,LA,13,Sun,3-Dec,4:25PM,0,St. Louis Rams,Arizona Cardinals,32,303,1,1,16,305,2,-1,16,724,1,6-Nov,3.9,10,0,2.5,1.1,0.3,17,0,5,NFC West,1568,22,0,0,0.8,0.55,0.12,0.03,8,3,0,10.8,5.2,-0.029,0.431,0.134,0.515,-0.244,0.32,0.324,1,0.337,0.12,-0.119,0.085,3,0.276,0.272,0.113,-0.095,0.068,0.263,30,11.3,0.003,0.267,48,608,3,0,Regular Season,25.26,23.75,21.97,24,22.33,6.74,8.25,10.03,8,9.67
2017,15,ARI,15,Sun,17-Dec,1:00PM,1,Arizona Cardinals,Washington Redskins,15,286,2,-1,20,218,1,1,-5,725,0,8-Aug,-4.9,16,0,-6.6,2,-0.4,20,0,19,NFC West,1450,19,0,-91.6,0.003,0.003,0.003,0.003,6,7,0,7.3,8.7,-0.238,0.37,-0.389,0.3,0.004,0.484,-0.135,22,-0.068,-0.191,-0.115,-0.059,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,35,504,3,0,Regular Season,19.64,17.04,15.96,16,12.7,4.64,2.04,0.96,1,2.3
2017,15,WAS,15,Sun,17-Dec,1:00PM,1,Washington Redskins,Arizona Cardinals,20,218,1,1,15,286,2,-1,5,725,1,9-Jul,1,16,0,0.4,1.1,-0.5,3,0,14,NFC East,1447,-17,0,-50.8,0.003,0.003,0.003,0.003,5,8,0,6.7,9.3,-0.144,0.38,-0.009,0.5,-0.346,0.2,-0.004,17,-0.088,-0.015,-0.052,-0.041,16,-0.026,-0.098,-0.038,-0.035,-0.024,-0.087,9,6.9,0.05,0.175,35,504,3,0,Regular Season,23.41,21.19,14.42,20,15.5,3.41,1.19,5.58,0,4.5
2017,10,ARI,10,Thu,9-Nov,8:25PM,0,Arizona Cardinals,Seattle Seahawks,16,290,1,-1,22,287,0,1,-6,726,0,8-Aug,-4.9,8,0,-6.6,2,-0.4,20,0,19,NFC West,1476,16,0,-69.7,0.13,0.09,0.003,0.003,4,4,0,7.8,8.2,-0.11,0.375,0.095,0.474,-0.621,0.13,-0.187,27,-0.18,-0.127,-0.021,-0.08,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,38,577,1,0,Regular Season,19.64,15.73,17.67,16,17.02,3.64,0.27,1.67,0,1.02
2017,10,SEA,10,Thu,9-Nov,8:25PM,0,Seattle Seahawks,Arizona Cardinals,22,287,0,1,16,290,1,-1,6,726,1,7-Sep,4.1,8,0,1.6,2.4,0.1,22,0,18,NFC West,1585,-23,0,0,0.57,0.44,0.13,0.04,5,3,0,9.7,6.3,-0.043,0.328,0.081,0.439,-0.295,0.1,0.109,9,0.125,0.009,-0.103,-0.003,15,0.023,0.032,0.022,-0.021,-0.02,0.045,11,8.2,-0.005,0.111,38,577,1,0,Regular Season,25.39,21.86,21.44,24,20.67,3.39,0.14,0.56,2,1.33
2017,1,ARI,1,Sun,10-Sep,1:00PM,1,Arizona Cardinals,Detroit Lions,23,308,4,-3,35,367,1,3,-12,727,0,8-Aug,-4.9,15,0,-6.6,2,-0.4,20,0,19,NFC West,1537,0,0,46.6,0.55,0.4,0.19,0.04,0,0,0,9.3,6.7,-0.276,0.405,-0.215,0.446,-0.465,0.278,-0.612,25,-0.103,-0.35,0.135,-0.128,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,58,675,5,0,Regular Season,19.64,18.55,14.16,16,12.82,3.36,4.45,8.84,7,10.18
2017,1,DET,1,Sun,10-Sep,1:00PM,1,Detroit Lions,Arizona Cardinals,35,367,1,3,23,308,4,-3,12,727,1,7-Sep,1,15,0,1,-0.4,0.4,18,0,15,NFC North,1501,0,0,-6,0.33,0.21,0.09,0.02,0,0,0,7.8,8.2,-0.113,0.406,0.035,0.488,-0.358,0.269,0.392,26,0.054,0.104,-0.297,-0.009,12,0.09,0.043,0.041,0.001,0.049,0.088,26,8.9,0.014,0.077,58,675,5,0,Regular Season,23.41,21.84,24.85,20,19.83,11.59,13.16,10.15,15,15.17
2017,11,ARI,11,Sun,19-Nov,1:00PM,1,Arizona Cardinals,Houston Texans,21,292,2,0,31,357,2,0,-10,728,0,8-Aug,-4.9,29,0,-6.6,2,-0.4,20,0,19,NFC West,1459,-17,0,-78.1,0.03,0.02,0.003,0.003,4,5,0,7.2,8.8,-0.149,0.379,0.04,0.488,-0.605,0.118,-0.18,26,-0.165,-0.138,-0.028,-0.07,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,52,649,4,0,Regular Season,19.64,20.96,17.5,16,16.56,1.36,0.04,3.5,5,4.44
2017,11,HOU,11,Sun,19-Nov,1:00PM,1,Houston Texans,Arizona Cardinals,31,357,2,0,21,292,2,0,10,728,1,12-Apr,-5.7,29,0,-2.4,-2.8,-0.6,24,0,24,AFC South,1440,-18,0,-19,0.08,0.02,0.003,0.003,3,6,0,6.1,9.9,0.023,0.457,0.05,0.514,-0.006,0.394,-0.022,17,-0.031,-0.022,-0.026,-0.026,26,-0.18,-0.315,-0.101,0.034,-0.045,-0.195,28,5.4,0.009,0.241,52,649,4,0,Regular Season,19.13,17.89,19.88,20,22.55,11.87,13.11,11.12,11,8.45
2017,5,ARI,5,Sun,8-Oct,1:00PM,1,Arizona Cardinals,Philadelphia Eagles,7,307,1,0,34,419,1,0,-27,729,0,8-Aug,-4.9,2,0,-6.6,2,-0.4,20,0,19,NFC West,1506,5,0,-0.6,0.38,0.3,0.07,0.02,2,2,0,8.5,7.5,-0.114,0.35,-0.09,0.37,-0.191,0.286,-0.319,26,-0.237,-0.207,-0.001,-0.113,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,41,726,2,0,Regular Season,19.64,14.93,18.53,16,17.4,12.64,7.93,11.53,9,10.4
2017,5,PHI,5,Sun,8-Oct,1:00PM,1,Philadelphia Eagles,Arizona Cardinals,34,419,1,0,7,307,1,0,27,729,1,16-3-0,8.1,2,0,4.5,3.2,0.4,12,0,1,NFC East,1550,9,0,0,0.64,0.52,0.25,0.04,3,1,0,10,10,0.166,0.369,0.5,0.444,-0.248,0.276,0.2,12,0.151,0.139,0.017,0.078,5,0.237,0.234,0.105,-0.122,0.009,0.26,6,11.3,-0.026,0.131,41,726,2,0,Regular Season,27.94,25.67,30.44,31,32.92,6.06,8.33,3.56,3,1.08
2017,7,SF,7,Sun,22-Oct,4:05PM,0,San Francisco 49ers,Dallas Cowboys,10,290,3,-3,40,501,0,3,-30,730,0,10-Jun,-3,13,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1305,-3,0,-113.2,0.003,0.003,0.003,0.003,0,6,0,2.7,13.3,-0.21,0.455,-0.372,0.413,0.163,0.55,-0.3,26,-0.286,-0.188,0.159,0.047,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,50,791,3,0,Regular Season,20.85,22.71,15.04,17,13.52,10.85,12.71,5.04,7,3.52
2017,7,DAL,7,Sun,22-Oct,4:05PM,0,Dallas Cowboys,San Francisco 49ers,40,501,0,3,10,290,3,-3,30,730,1,7-Sep,2.9,13,0,4,-1.3,0.3,6,0,11,NFC East,1539,0,0,-2.7,0.22,0.11,0.04,0.02,2,3,0,7.6,8.4,0.366,0.528,0.416,0.548,0.328,0.512,0.085,21,0.094,0.177,0.132,0.039,11,0.093,0.13,0.066,0.019,0.046,0.085,2,9.4,-0.005,0.202,50,791,3,0,Regular Season,24.62,28.79,37.23,31,37.68,15.38,11.21,2.77,9,2.32
2017,3,SF,3,Thu,21-Sep,8:25PM,0,San Francisco 49ers,St. Louis Rams,39,421,2,0,41,418,2,0,-2,731,0,10-Jun,-3,10,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1329,-4,0,-116.3,0.03,0.02,0.003,0.003,0,2,0,4.4,11.6,0.034,0.41,0.128,0.444,-0.095,0.364,-0.368,28,-0.221,-0.295,0.14,0.067,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,80,839,4,0,Regular Season,20.85,20.3,24.62,20,24.71,18.15,18.7,14.38,19,14.29
2017,3,LA,3,Thu,21-Sep,8:25PM,0,St. Louis Rams,San Francisco 49ers,41,418,2,0,39,421,2,0,2,731,1,6-Nov,3.9,10,0,2.5,1.1,0.3,17,0,5,NFC West,1418,-23,0,-18.7,0.15,0.1,0.02,0.003,1,1,0,6.6,9.4,0.396,0.54,0.85,0.656,-0.072,0.419,0.309,10,0.123,0.157,-0.14,0.012,3,0.276,0.272,0.113,-0.095,0.068,0.263,30,11.3,0.003,0.267,80,839,4,0,Regular Season,25.26,28.38,28.92,24,40.63,15.74,12.62,12.08,17,0.37
2017,4,SF,4,Sun,1-Oct,4:05PM,1,San Francisco 49ers,Arizona Cardinals,15,305,1,0,18,368,1,0,-3,732,0,10-Jun,-3,26,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1319,-10,0,-127.5,0.01,0.01,0.003,0.003,0,3,0,3.6,12.4,-0.117,0.361,-0.123,0.375,-0.103,0.333,-0.305,30,-0.224,-0.302,0.081,0.077,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,33,673,2,0,Regular Season,20.85,19.39,18.7,17,16.72,5.85,4.39,3.7,2,1.72
2017,4,ARI,4,Sun,1-Oct,4:05PM,1,Arizona Cardinals,San Francisco 49ers,18,368,1,0,15,305,1,0,3,732,1,8-Aug,-4.9,26,0,-6.6,2,-0.4,20,0,19,NFC West,1501,-28,0,0,0.43,0.38,0.06,0.02,1,2,0,8.3,7.7,-0.089,0.429,0.005,0.459,-0.34,0.348,-0.222,25,-0.134,-0.19,-0.049,-0.082,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,33,673,2,0,Regular Season,19.64,20.76,24.17,16,19.05,1.64,2.76,6.17,2,1.05
2017,9,SF,9,Sun,5-Nov,4:05PM,0,San Francisco 49ers,Arizona Cardinals,10,329,2,0,20,368,2,0,-10,733,0,10-Jun,-3,26,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1282,-5,0,-153.9,0.003,0.003,0.003,0.003,0,8,0,2.1,13.9,-0.324,0.365,-0.398,0.356,-0.029,0.4,-0.284,29,-0.276,-0.21,0.113,0.04,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,30,697,4,0,Regular Season,20.85,19.39,18.41,20,10.68,10.85,9.39,8.41,10,0.68
2017,9,ARI,9,Sun,5-Nov,4:05PM,0,Arizona Cardinals,San Francisco 49ers,20,368,2,0,10,329,2,0,10,733,1,8-Aug,-4.9,26,0,-6.6,2,-0.4,20,0,19,NFC West,1460,0,0,-80.5,0.1,0.06,0.003,0.003,3,4,0,7.3,8.7,-0.063,0.378,0.134,0.438,-0.213,0.333,-0.252,28,-0.239,-0.15,0.001,-0.1,19,-0.082,-0.023,-0.181,-0.154,-0.055,-0.095,13,6,0.006,0.104,30,697,4,0,Regular Season,19.64,20.76,22.34,16,22.32,0.36,0.76,2.34,4,2.32
2017,6,SF,6,Sun,15-Oct,1:00PM,1,San Francisco 49ers,Washington Redskins,24,335,1,1,26,419,2,-1,-2,734,0,10-Jun,-3,16,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1308,-6,0,-115.9,0.003,0.003,0.003,0.003,0,5,0,3.1,12.9,0.066,0.417,0.029,0.34,0.168,0.632,-0.21,27,-0.195,-0.18,0.093,0.062,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,50,754,3,0,Regular Season,20.85,20.3,20.9,20,23.46,3.15,3.7,3.1,4,0.54
2017,6,WAS,6,Sun,15-Oct,1:00PM,1,Washington Redskins,San Francisco 49ers,26,419,2,-1,24,335,1,1,2,734,1,9-Jul,1,16,0,0.4,1.1,-0.5,3,0,14,NFC East,1516,0,0,0,0.32,0.16,0.06,0.02,2,2,0,8.3,7.7,0.041,0.479,0.342,0.643,-0.367,0.258,0.181,2,0.135,0.106,-0.095,-0.019,16,-0.026,-0.098,-0.038,-0.035,-0.024,-0.087,9,6.9,0.05,0.175,50,754,3,0,Regular Season,23.41,25.82,26.91,27,26.43,2.59,0.18,0.91,1,0.43
2017,2,SF,2,Sun,17-Sep,4:25PM,1,San Francisco 49ers,Seattle Seahawks,9,248,1,-1,12,312,0,1,-3,735,0,10-Jun,-3,8,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1333,-20,0,-125.9,0.04,0.03,0.003,0.003,0,1,0,4.5,11.5,-0.255,0.286,-0.549,0.241,0.17,0.35,-0.475,29,-0.209,-0.508,0.034,0.066,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,21,560,1,0,Regular Season,20.85,18.99,14.9,17,10.62,11.85,9.99,5.9,8,1.62
2017,2,SEA,2,Sun,17-Sep,4:25PM,1,Seattle Seahawks,San Francisco 49ers,12,312,0,1,9,248,1,-1,3,735,1,7-Sep,4.1,8,0,1.6,2.4,0.1,22,0,18,NFC West,1555,-16,0,0,0.55,0.45,0.16,0.04,0,1,0,9.2,6.8,-0.042,0.359,0.017,0.396,-0.136,0.3,-0.019,23,0.129,-0.109,-0.092,-0.001,15,0.023,0.032,0.022,-0.021,-0.02,0.045,11,8.2,-0.005,0.111,21,560,1,0,Regular Season,25.39,26.48,24.41,24,21.14,13.39,14.48,12.41,12,9.14
2017,12,SF,12,Sun,26-Nov,4:05PM,0,San Francisco 49ers,Seattle Seahawks,13,280,1,0,24,318,1,0,-11,736,0,10-Jun,-3,8,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1297,0,0,-140,0.003,0.003,0.003,0.003,1,9,0,2.5,13.5,-0.207,0.357,-0.243,0.354,-0.128,0.364,-0.257,29,-0.257,-0.16,0.126,0.03,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,37,598,2,0,Regular Season,20.85,18.99,16.97,17,13.05,7.85,5.99,3.97,4,0.05
2017,12,SEA,12,Sun,26-Nov,4:05PM,0,Seattle Seahawks,San Francisco 49ers,24,318,1,0,13,280,1,0,11,736,1,7-Sep,4.1,8,0,1.6,2.4,0.1,22,0,18,NFC West,1585,-16,0,0,0.58,0.5,0.03,0.03,6,4,0,9.6,6.4,0.066,0.448,0.181,0.465,-0.139,0.417,0.087,12,0.1,0.01,-0.077,0.001,15,0.023,0.032,0.022,-0.021,-0.02,0.045,11,8.2,-0.005,0.111,37,598,2,0,Regular Season,25.39,26.48,22.97,24,24.71,1.39,2.48,1.03,0,0.71
2017,5,SF,5,Sun,8-Oct,1:00PM,1,San Francisco 49ers,Indianapolis Colts,23,402,0,1,26,447,1,-1,-3,737,0,10-Jun,-3,32,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1314,-5,0,-120.8,0.003,0.003,0.003,0.003,0,4,0,3.4,12.6,0.108,0.417,0.354,0.51,-0.417,0.217,-0.264,28,-0.227,-0.235,0.092,0.063,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,49,849,1,0,Regular Season,20.85,27.24,29.08,27,26.09,2.15,4.24,6.08,4,3.09
2017,5,IND,5,Sun,8-Oct,1:00PM,1,Indianapolis Colts,San Francisco 49ers,26,447,1,-1,23,402,0,1,3,737,1,12-Apr,-10.3,32,0,-5.1,-5.8,0.6,31,0,20,AFC South,1443,-20,0,-87.5,0.18,0.13,0.02,0.003,1,3,0,6.4,9.6,0.012,0.446,-0.012,0.444,0.049,0.448,-0.488,31,-0.387,-0.356,0.151,0.019,30,-0.239,-0.152,-0.183,0.093,0.037,-0.229,23,4.2,-0.025,0.1,49,849,1,0,Regular Season,16.19,21.73,29.57,27,24.34,9.81,4.27,3.57,1,1.66
2017,8,SF,8,Sun,29-Oct,1:00PM,1,San Francisco 49ers,Philadelphia Eagles,10,238,2,-1,33,304,1,1,-23,738,0,10-Jun,-3,2,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1287,-17,0,-144.5,0.003,0.003,0.003,0.003,0,7,0,2.2,13.8,-0.325,0.379,-0.297,0.383,-0.393,0.368,-0.312,30,-0.312,-0.214,0.139,0.042,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,43,542,3,0,Regular Season,20.85,18.18,12.19,10,8.33,10.85,8.18,2.19,0,1.67
2017,8,PHI,8,Sun,29-Oct,1:00PM,1,Philadelphia Eagles,San Francisco 49ers,33,304,1,1,10,238,2,-1,23,738,1,16-3-0,8.1,2,0,4.5,3.2,0.4,12,0,1,NFC East,1607,14,0,0,0.94,0.85,0.62,0.11,6,1,0,11.9,4.1,-0.035,0.463,-0.041,0.447,-0.026,0.483,0.223,4,0.226,0.104,-0.054,0.065,5,0.237,0.234,0.105,-0.122,0.009,0.26,6,11.3,-0.026,0.131,43,542,3,0,Regular Season,27.94,30.29,24.38,28,21.74,5.06,2.71,8.62,5,11.26
2017,1,SF,1,Sun,10-Sep,4:25PM,0,San Francisco 49ers,Carolina Panthers,3,217,2,0,23,287,2,0,-20,739,0,10-Jun,-3,11,0,-0.1,-2.6,-0.3,19,0,27,NFC West,1353,0,0,-101,0.08,0.04,0.01,0.003,0,0,0,5.1,10.9,-0.399,0.386,-0.355,0.45,-0.501,0.235,-0.65,28,-0.193,-0.564,0.096,0.01,21,-0.094,0.02,-0.03,0.091,0.027,-0.113,29,6.6,0.007,0.199,26,504,4,0,Regular Season,20.85,18.79,11.01,10,5.34,17.85,15.79,8.01,7,2.34
2017,1,CAR,1,Sun,10-Sep,4:25PM,0,Carolina Panthers,San Francisco 49ers,23,287,2,0,3,217,2,0,20,739,1,6-Nov,3.6,11,0,1.1,2.6,-0.1,4,0,13,NFC South,1527,0,0,12.5,0.39,0.22,0.12,0.03,0,0,0,8.4,7.6,-0.014,0.397,0.219,0.5,-0.201,0.314,0.559,23,0.084,0.082,-0.448,0.029,9,0.126,0.134,-0.001,-0.08,0.047,0.117,24,10.3,0.035,0.089,26,504,4,0,Regular Season,25.07,26.72,19.14,20,23.6,2.07,3.72,3.86,3,0.6
2017,17,PHI,17,Sun,31-Dec,1:00PM,0,Philadelphia Eagles,Dallas Cowboys,0,219,2,-1,6,301,1,1,-6,740,0,16-3-0,8.1,13,0,4.5,3.2,0.4,12,0,1,NFC East,1680,7,0,0,0.003,0.003,0.003,0.19,13,2,0,13.8,2.2,-0.39,0.339,-0.472,0.317,-0.205,0.389,0.237,3,0.234,0.105,-0.122,0.009,5,0.237,0.234,0.105,-0.122,0.009,0.26,6,11.3,-0.026,0.131,6,520,3,0,Regular Season,27.94,28.99,16.68,10,9.25,27.94,28.99,16.68,10,9.25
2017,17,DAL,17,Sun,31-Dec,1:00PM,0,Dallas Cowboys,Philadelphia Eagles,6,301,1,1,0,219,2,-1,6,740,1,7-Sep,2.9,13,0,4,-1.3,0.3,6,0,11,NFC East,1535,-29,0,0,0.003,0.003,0.003,0.003,8,7,0,8.2,7.8,-0.119,0.328,-0.004,0.351,-0.259,0.3,0.093,11,0.13,0.066,0.019,0.046,11,0.093,0.13,0.066,0.019,0.046,0.085,2,9.4,-0.005,0.202,6,520,3,0,Regular Season,24.62,22.96,20.78,20,18.81,18.62,16.96,14.78,14,12.81
2017,13,PHI,13,Sun,3-Dec,8:30PM,1,Philadelphia Eagles,Seattle Seahawks,10,425,2,-2,24,310,0,2,-14,741,0,16-3-0,8.1,8,0,4.5,3.2,0.4,12,0,1,NFC East,1671,7,0,0,0.003,0.003,0.87,0.17,10,1,0,13.4,2.6,-0.036,0.467,0.073,0.46,-0.254,0.48,0.324,2,0.347,0.152,-0.14,0.032,5,0.237,0.234,0.105,-0.122,0.009,0.26,6,11.3,-0.026,0.131,34,735,2,0,Regular Season,27.94,25.26,28.88,24,24.28,17.94,15.26,18.88,14,14.28
2017,13,SEA,13,Sun,3-Dec,8:30PM,1,Seattle Seahawks,Philadelphia Eagles,24,310,0,2,10,425,2,-2,14,741,1,7-Sep,4.1,8,0,1.6,2.4,0.1,22,0,18,NFC West,1595,10,0,0,0.6,0.44,0.03,0.03,7,4,0,9.9,6.1,0.165,0.393,0.316,0.513,-0.103,0.182,0.109,11,0.136,0.034,-0.07,0.006,15,0.023,0.032,0.022,-0.021,-0.02,0.045,11,8.2,-0.005,0.111,34,735,2,0,Regular Season,25.39,20.65,22.57,24,28.13,1.39,3.35,1.43,0,4.13
2017,2,PHI,2,Sun,17-Sep,1:00PM,1,Philadelphia Eagles,Kansas City Chiefs,20,406,2,-2,27,344,0,2,-7,742,0,16-3-0,8.1,12,0,4.5,3.2,0.4,12,0,1,NFC East,1543,32,0,0,0.51,0.34,0.17,0.04,1,0,0,9.2,6.8,0.111,0.5,0.193,0.5,-0.227,0.5,0,12,0.03,0.038,0.021,-0.018,5,0.237,0.234,0.105,-0.122,0.009,0.26,6,11.3,-0.026,0.131,47,750,2,0,Regular Season,27.94,28.88,28.71,27,28.64,7.94,8.88,8.71,7,8.64
