PtsW,Power Index FPI,Power Index OFF,Power Index DEF_Losing Team,Power Index ST,Ranks SOS,Ranks AVGWP,YdsW,TOW,EPA/play,OVR_SUCCESS_RATE,Dropback EPA,DROPBACK_SR,Rush EPA,RUN_SR,PtsL,Power Index FPI_Losing Team,Power Index OFF_Losing Team,Power Index DEF,Power Index ST_Losing Team,Ranks SOS_Losing Team,Ranks AVGWP_Losing Team,YdsL,TOL,EPA/play_Loss,OVR_SUCCESS_RATE_Loss,Dropback EPA_Loss,DROPBACK_SR_Loss,Rush EPA_Loss,RUN_SR_Loss
17.0,-8.3,-5.4,-2.0,0.2,4.0,32.0,318.0,2.0,0.02,0.365,0.20600000000000002,0.531,-0.172,0.194,16.0,-2.1,0.1,-3.1,-0.2,32.0,19.0,302.0,0.0,-0.07,0.406,-0.023,0.42,-0.239,0.35700000000000004
38.0,7.9,3.5,-2.0,-0.4,28.0,1.0,424.0,0.0,0.218,0.476,0.501,0.531,-0.075,0.419,0.0,-2.1,0.1,4.8,-0.2,32.0,19.0,230.0,4.0,-0.3720000000000001,0.344,-0.452,0.333,-0.131,0.375
20.0,2.8,0.8,-2.0,0.2,11.0,7.0,365.0,1.0,0.191,0.463,0.193,0.531,0.19,0.4,10.0,-2.1,0.1,1.8,-0.2,32.0,19.0,326.0,3.0,-0.10300000000000001,0.4920000000000001,0.12300000000000001,0.6409999999999999,-0.47100000000000003,0.25
23.0,-3.2,0.1,-2.0,-0.4,31.0,25.0,290.0,0.0,0.079,0.426,0.342,0.486,-0.23600000000000002,0.355,20.0,-2.1,0.1,-2.8,-0.2,32.0,19.0,496.0,4.0,-0.03,0.532,0.23,0.627,-0.503,0.35700000000000004
23.0,-3.2,0.1,-2.0,-0.4,31.0,25.0,388.0,2.0,0.136,0.507,0.295,0.485,-0.018000000000000002,0.529,19.0,-2.1,0.1,-2.8,-0.2,32.0,19.0,319.0,1.0,-0.006999999999999999,0.463,-0.005,0.469,-0.012,0.444
25.0,-1.4,-1.8,-2.8,0.4,24.0,22.0,336.0,0.0,0.049,0.414,0.24100000000000002,0.511,-0.345,0.217,12.0,-3.2,0.1,0.0,-0.4,31.0,25.0,344.0,1.0,-0.0,0.418,0.069,0.447,-0.163,0.35
24.0,-3.9,4.5,-2.8,-0.5,26.0,15.0,388.0,0.0,0.20600000000000002,0.413,0.441,0.511,-0.127,0.273,17.0,-3.2,0.1,-7.8,-0.4,31.0,25.0,291.0,0.0,0.085,0.481,0.177,0.568,-0.115,0.294
19.0,-0.2,-2.2,-2.8,-0.1,21.0,21.0,413.0,1.0,0.013000000000000001,0.472,0.127,0.5,-0.08900000000000001,0.447,9.0,-3.2,0.1,2.1,-0.4,31.0,25.0,318.0,1.0,-0.128,0.35,-0.061,0.375,-0.261,0.3
31.0,-2.8,-0.4,-2.8,-0.2,25.0,10.0,355.0,1.0,0.14300000000000002,0.524,0.18600000000000005,0.556,0.035,0.444,30.0,-3.2,0.1,-2.2,-0.4,31.0,25.0,479.0,1.0,0.23600000000000002,0.516,0.371,0.529,0.083,0.5
38.0,7.9,3.5,-2.8,-0.4,28.0,1.0,366.0,2.0,0.179,0.5,0.218,0.5,0.138,0.5,10.0,-3.2,0.1,4.8,-0.4,31.0,25.0,386.0,3.0,-0.114,0.419,-0.10400000000000001,0.444,-0.141,0.35
37.0,7.9,3.5,-2.8,-0.4,28.0,1.0,244.0,1.0,0.077,0.4,0.166,0.37,-0.009000000000000001,0.429,23.0,-3.2,0.1,4.8,-0.4,31.0,25.0,411.0,5.0,-0.17800000000000002,0.487,-0.22399999999999998,0.52,-0.09699999999999999,0.429
31.0,-3.8,-7.2,-2.8,-0.1,7.0,16.0,319.0,0.0,0.10800000000000001,0.429,0.639,0.737,-0.228,0.233,23.0,-3.2,0.1,3.5,-0.4,31.0,25.0,509.0,2.0,0.059000000000000004,0.525,0.13,0.528,-0.08,0.519
42.0,-8.2,-5.5,-2.8,-0.2,29.0,30.0,309.0,1.0,0.307,0.529,1.214,0.737,-0.231,0.406,14.0,-3.2,0.1,-2.5,-0.4,31.0,25.0,273.0,2.0,-0.29,0.333,-0.203,0.311,-0.452,0.375
32.0,-2.1,1.3,-2.8,-0.2,23.0,14.0,327.0,2.0,-0.031,0.452,0.038,0.488,-0.11800000000000001,0.406,18.0,-3.2,0.1,-3.3,-0.4,31.0,25.0,383.0,3.0,-0.17,0.435,-0.027999999999999997,0.452,-0.469,0.4
26.0,-2.6,0.1,-2.8,0.0,12.0,27.0,327.0,0.0,0.07400000000000001,0.479,0.16,0.469,0.003,0.487,21.0,-3.2,0.1,-2.7,-0.4,31.0,25.0,389.0,3.0,-0.021,0.481,0.16699999999999998,0.438,-0.294,0.545
18.0,-1.4,-1.8,-2.0,0.4,24.0,22.0,268.0,0.0,0.099,0.456,0.16,0.515,0.015,0.375,12.0,-2.6,-0.2,0.0,-0.3,20.0,28.0,361.0,1.0,-0.003,0.408,0.084,0.489,-0.174,0.25
41.0,1.7,0.7,-2.0,-0.1,19.0,17.0,428.0,0.0,0.297,0.453,0.7290000000000001,0.563,-0.136,0.344,14.0,-2.6,-0.2,1.1,-0.3,20.0,28.0,391.0,3.0,-0.17,0.493,-0.319,0.415,0.22399999999999998,0.7
33.0,1.7,0.7,-2.0,-0.1,19.0,17.0,420.0,0.0,0.4270000000000001,0.51,0.578,0.55,0.32899999999999996,0.484,17.0,-2.6,-0.2,1.1,-0.3,20.0,28.0,397.0,1.0,0.138,0.574,0.122,0.581,0.165,0.56
36.0,7.2,5.6,-2.0,0.4,18.0,2.0,437.0,0.0,0.14800000000000002,0.493,0.29100000000000004,0.511,-0.083,0.464,7.0,-2.6,-0.2,1.2,-0.3,20.0,28.0,270.0,2.0,-0.273,0.359,-0.203,0.4,-0.52,0.214
27.0,3.6,0.2,-2.0,-0.2,30.0,11.0,425.0,1.0,0.134,0.493,0.293,0.514,-0.03,0.472,14.0,-2.6,-0.2,3.6,-0.3,20.0,28.0,226.0,2.0,-0.22699999999999998,0.313,-0.281,0.29600000000000004,0.066,0.4
38.0,3.6,0.2,-2.0,-0.2,30.0,11.0,411.0,0.0,0.145,0.419,0.34,0.476,-0.111,0.344,20.0,-2.6,-0.2,3.6,-0.3,20.0,28.0,333.0,2.0,-0.10400000000000001,0.34700000000000003,-0.028999999999999998,0.403,-0.563,0.0
30.0,-2.6,0.9,-2.0,-0.4,13.0,24.0,442.0,2.0,0.21,0.456,0.489,0.5479999999999999,-0.106,0.35100000000000003,14.0,-2.6,-0.2,-3.1,-0.3,20.0,28.0,231.0,1.0,-0.039,0.321,0.073,0.378,-0.255,0.211
24.0,-4.2,-3.8,-2.0,0.0,16.0,23.0,386.0,2.0,0.067,0.386,0.16,0.438,-0.012,0.342,14.0,-2.6,-0.2,-0.5,-0.3,20.0,28.0,210.0,1.0,-0.215,0.292,-0.225,0.267,-0.19699999999999998,0.333
23.0,-4.6,-2.6,-2.0,0.4,27.0,29.0,396.0,0.0,0.068,0.431,0.27,0.488,-0.198,0.355,20.0,-2.6,-0.2,-2.4,-0.3,20.0,28.0,386.0,0.0,0.096,0.4,0.281,0.49,-0.47,0.125
31.0,-2.1,1.3,-2.0,-0.2,23.0,14.0,429.0,1.0,0.272,0.547,0.746,0.706,-0.266,0.3670000000000001,24.0,-2.6,-0.2,-3.3,-0.3,20.0,28.0,363.0,1.0,-0.005,0.409,-0.131,0.364,0.24600000000000002,0.5
24.0,4.1,1.0,-0.2,0.2,14.0,4.0,292.0,0.0,0.059000000000000004,0.4,-0.003,0.457,0.14400000000000002,0.32,16.0,-2.6,-3.1,3.0,0.8,8.0,26.0,341.0,2.0,-0.14800000000000002,0.359,-0.131,0.379,-0.196,0.3
28.0,4.1,1.0,-0.2,0.2,14.0,4.0,458.0,2.0,0.019,0.4370000000000001,0.305,0.5579999999999999,-0.419,0.25,24.0,-2.6,-3.1,3.0,0.8,8.0,26.0,398.0,1.0,-0.006999999999999999,0.405,0.127,0.481,-0.369,0.2
15.0,-2.6,-0.2,-0.2,-0.3,20.0,28.0,219.0,1.0,-0.24100000000000002,0.234,-0.312,0.14300000000000002,-0.184,0.308,13.0,-2.6,-3.1,-2.0,0.8,8.0,26.0,375.0,2.0,-0.187,0.397,-0.145,0.451,-0.265,0.29600000000000004
19.0,5.9,-2.9,-0.2,0.5,3.0,8.0,219.0,1.0,-0.22699999999999998,0.333,-0.24100000000000002,0.311,-0.201,0.375,13.0,-2.6,-3.1,8.3,0.8,8.0,26.0,173.0,2.0,-0.36200000000000004,0.293,-0.47600000000000003,0.28600000000000003,-0.19,0.304
25.0,-8.3,-5.4,-0.2,0.2,4.0,32.0,391.0,0.0,0.098,0.328,0.423,0.471,-0.36200000000000004,0.125,20.0,-2.6,-3.1,-3.1,0.8,8.0,26.0,420.0,2.0,0.025,0.527,0.087,0.5379999999999999,-0.121,0.5
35.0,8.8,6.0,-0.2,-0.3,6.0,6.0,424.0,1.0,0.382,0.552,0.856,0.657,-0.13699999999999998,0.438,6.0,-2.6,-3.1,3.0,0.8,8.0,26.0,302.0,2.0,-0.303,0.368,-0.163,0.409,-0.78,0.231
34.0,6.8,2.4,-0.2,1.0,9.0,5.0,277.0,0.0,0.126,0.444,0.233,0.531,-0.03,0.318,14.0,-2.6,-3.1,3.3,0.8,8.0,26.0,366.0,3.0,-0.35700000000000004,0.362,-0.182,0.34,-0.94,0.438
26.0,8.3,6.0,-0.2,-0.4,17.0,3.0,414.0,0.0,0.191,0.443,0.34700000000000003,0.5589999999999999,-0.006,0.29600000000000004,18.0,-2.6,-3.1,2.6,0.8,8.0,26.0,276.0,2.0,-0.02,0.41,0.07400000000000001,0.455,-0.265,0.294
33.0,-6.7,-4.0,-0.2,0.0,1.0,31.0,505.0,0.0,0.20800000000000002,0.465,0.33299999999999996,0.468,-0.113,0.458,30.0,-2.6,-3.1,-2.7,0.8,8.0,26.0,377.0,0.0,0.127,0.464,0.054000000000000006,0.35100000000000003,0.21100000000000002,0.594
22.0,-4.6,-2.6,-0.2,0.4,27.0,29.0,258.0,1.0,-0.065,0.37,0.012,0.396,-0.266,0.3,20.0,-2.6,-3.1,-2.4,0.8,8.0,26.0,397.0,4.0,-0.069,0.478,-0.064,0.511,-0.081,0.4
37.0,-2.2,-0.7,-0.2,-0.3,10.0,18.0,448.0,1.0,0.27399999999999997,0.588,0.32799999999999996,0.6,0.125,0.556,33.0,-2.6,-3.1,-1.2,0.8,8.0,26.0,493.0,2.0,0.223,0.551,0.233,0.5379999999999999,0.204,0.5770000000000001
24.0,4.1,1.0,-3.1,0.2,14.0,4.0,389.0,2.0,0.013000000000000001,0.46,0.302,0.452,-0.267,0.469,19.0,-2.6,0.9,3.0,-0.4,13.0,24.0,354.0,3.0,0.06,0.508,0.078,0.5589999999999999,0.036000000000000004,0.44
24.0,7.1,4.9,-3.1,0.3,5.0,9.0,349.0,1.0,0.027000000000000003,0.393,-0.07200000000000001,0.267,0.142,0.5379999999999999,20.0,-2.6,0.9,1.9,-0.4,13.0,24.0,406.0,2.0,-0.087,0.44,0.069,0.547,-0.46399999999999997,0.182
27.0,5.9,-2.9,-3.1,0.5,3.0,8.0,503.0,5.0,-0.096,0.438,-0.253,0.412,0.08199999999999999,0.467,20.0,-2.6,0.9,8.3,-0.4,13.0,24.0,317.0,1.0,-0.16,0.37,-0.153,0.409,-0.17,0.31
17.0,5.9,-2.9,-3.1,0.5,3.0,8.0,293.0,1.0,-0.040999999999999995,0.382,-0.01,0.452,-0.067,0.324,3.0,-2.6,0.9,8.3,-0.4,13.0,24.0,272.0,3.0,-0.377,0.333,-0.377,0.35700000000000004,-0.37799999999999995,0.292
33.0,6.8,2.4,-3.1,1.0,9.0,5.0,385.0,0.0,0.18100000000000002,0.476,0.156,0.5,0.214,0.444,3.0,-2.6,0.9,3.3,-0.4,13.0,24.0,201.0,2.0,-0.361,0.373,-0.36200000000000004,0.447,-0.361,0.238
10.0,6.8,2.4,-3.1,1.0,9.0,5.0,329.0,2.0,0.068,0.434,0.11699999999999999,0.448,0.009000000000000001,0.417,3.0,-2.6,0.9,3.3,-0.4,13.0,24.0,280.0,1.0,-0.14,0.25,-0.021,0.3,-0.47200000000000003,0.111
31.0,2.8,0.8,-3.1,0.2,11.0,7.0,284.0,1.0,0.045,0.4,-0.042,0.4,0.11800000000000001,0.4,14.0,-2.6,0.9,1.8,-0.4,13.0,24.0,369.0,2.0,-0.138,0.411,-0.132,0.444,-0.14800000000000002,0.35700000000000004
27.0,3.6,2.4,-3.1,-0.1,2.0,12.0,370.0,0.0,0.26,0.451,0.281,0.5,0.21100000000000002,0.333,20.0,-2.6,0.9,1.3,-0.4,13.0,24.0,548.0,1.0,0.092,0.489,0.251,0.5770000000000001,-0.445,0.19
37.0,-2.2,-0.7,-3.1,-0.3,10.0,18.0,412.0,0.0,0.157,0.426,0.381,0.514,-0.145,0.308,29.0,-2.6,0.9,-1.2,-0.4,13.0,24.0,417.0,2.0,-0.004,0.483,-0.026000000000000002,0.47,0.064,0.524
23.0,-2.2,-0.7,-3.1,-0.3,10.0,18.0,281.0,1.0,-0.184,0.35700000000000004,-0.153,0.375,-0.253,0.318,20.0,-2.6,0.9,-1.2,-0.4,13.0,24.0,343.0,1.0,-0.083,0.39,-0.03,0.442,-0.19399999999999998,0.28
29.0,-2.6,-3.1,-3.1,0.8,8.0,26.0,365.0,0.0,0.13699999999999998,0.485,0.321,0.535,-0.18,0.4,26.0,-2.6,0.9,-0.2,-0.4,13.0,24.0,371.0,0.0,0.239,0.485,0.47600000000000003,0.525,-0.125,0.423
22.0,-2.6,0.1,-3.1,0.0,12.0,27.0,446.0,2.0,0.11800000000000001,0.515,0.185,0.537,0.017,0.481,19.0,-2.6,0.9,-2.7,-0.4,13.0,24.0,339.0,1.0,-0.063,0.408,-0.028999999999999998,0.44,-0.145,0.333
36.0,4.1,1.0,3.3,0.2,14.0,4.0,445.0,0.0,0.415,0.5,0.777,0.5770000000000001,0.052000000000000005,0.423,21.0,6.8,2.4,3.0,1.0,9.0,5.0,461.0,1.0,0.07,0.507,0.07400000000000001,0.491,0.057,0.556
31.0,5.9,-2.9,3.3,0.5,3.0,8.0,299.0,1.0,-0.149,0.384,-0.019,0.451,-0.451,0.227,24.0,6.8,2.4,8.3,1.0,9.0,5.0,314.0,5.0,-0.22899999999999998,0.407,-0.41200000000000003,0.406,-0.011000000000000001,0.407
16.0,2.8,0.8,3.3,0.2,11.0,7.0,321.0,2.0,-0.031,0.343,0.12300000000000001,0.4,-0.2,0.281,10.0,6.8,2.4,1.8,1.0,9.0,5.0,328.0,1.0,-0.14400000000000002,0.452,0.064,0.478,-0.74,0.375
38.0,3.6,2.4,3.3,-0.1,2.0,12.0,448.0,0.0,0.17600000000000002,0.474,0.377,0.609,-0.133,0.267,28.0,6.8,2.4,1.3,1.0,9.0,5.0,326.0,1.0,0.03,0.377,-0.004,0.368,0.188,0.417
27.0,7.2,5.6,3.3,0.4,18.0,2.0,340.0,0.0,0.24100000000000002,0.491,0.264,0.477,0.133,0.556,20.0,6.8,2.4,1.2,1.0,9.0,5.0,378.0,1.0,0.066,0.43,0.131,0.475,-0.075,0.333
18.0,-2.6,0.1,3.3,0.0,12.0,27.0,328.0,1.0,-0.01,0.421,0.09300000000000001,0.451,-0.22,0.36,17.0,6.8,2.4,-2.7,1.0,9.0,5.0,287.0,0.0,-0.047,0.483,-0.086,0.429,0.013000000000000001,0.565
27.0,4.1,1.0,3.0,0.2,14.0,4.0,419.0,2.0,-0.027000000000000003,0.459,0.13699999999999998,0.5,-0.344,0.379,24.0,8.8,6.0,3.0,-0.3,6.0,6.0,397.0,1.0,0.052000000000000005,0.483,-0.017,0.5,0.121,0.467
31.0,7.9,3.5,3.0,-0.4,28.0,1.0,295.0,0.0,0.14400000000000002,0.475,0.5429999999999999,0.652,-0.099,0.368,24.0,8.8,6.0,4.8,-0.3,6.0,6.0,403.0,2.0,0.027999999999999997,0.547,-0.016,0.527,0.297,0.667
27.0,7.9,3.5,3.0,-0.4,28.0,1.0,383.0,2.0,0.09699999999999999,0.521,0.07,0.487,0.13,0.563,23.0,8.8,6.0,4.8,-0.3,6.0,6.0,334.0,0.0,-0.066,0.344,0.042,0.366,-0.287,0.3
27.0,3.6,2.4,3.0,-0.1,2.0,12.0,361.0,1.0,0.08800000000000001,0.463,0.165,0.512,-0.05,0.375,17.0,8.8,6.0,1.3,-0.3,6.0,6.0,324.0,2.0,-0.034,0.509,0.006,0.514,-0.109,0.5
39.0,8.3,6.0,3.0,-0.4,17.0,3.0,451.0,3.0,0.061,0.453,0.129,0.536,-0.065,0.3,32.0,8.8,6.0,2.6,-0.3,6.0,6.0,343.0,1.0,-0.036000000000000004,0.414,-0.052000000000000005,0.381,0.008,0.5
34.0,-3.8,-7.2,3.0,-0.1,7.0,16.0,352.0,3.0,-0.114,0.466,0.203,0.531,-0.504,0.385,31.0,8.8,6.0,3.5,-0.3,6.0,6.0,343.0,1.0,-0.047,0.474,-0.068,0.463,-0.001,0.5
23.0,-3.8,-7.2,3.0,-0.1,7.0,16.0,205.0,0.0,0.042,0.434,0.052000000000000005,0.423,0.033,0.444,17.0,8.8,6.0,3.5,-0.3,6.0,6.0,312.0,3.0,-0.14800000000000002,0.397,0.207,0.463,-1.159,0.211
34.0,4.1,1.0,1.1,0.2,14.0,4.0,355.0,0.0,0.27399999999999997,0.5589999999999999,0.479,0.606,0.013000000000000001,0.5,21.0,1.7,0.7,3.0,-0.1,19.0,17.0,368.0,1.0,0.037000000000000005,0.493,0.011000000000000001,0.489,0.085,0.5
35.0,-2.8,-0.4,1.1,-0.2,25.0,10.0,431.0,1.0,0.408,0.556,0.8170000000000001,0.733,-0.10300000000000001,0.333,25.0,1.7,0.7,-2.2,-0.1,19.0,17.0,452.0,0.0,0.149,0.5,0.10300000000000001,0.45,0.22,0.5770000000000001
23.0,-1.6,-1.6,1.1,0.5,22.0,20.0,348.0,1.0,-0.07400000000000001,0.387,-0.13699999999999998,0.349,0.011000000000000001,0.438,20.0,1.7,0.7,-0.5,-0.1,19.0,17.0,412.0,2.0,0.096,0.384,0.18600000000000005,0.426,-0.066,0.308
30.0,6.8,2.4,1.1,1.0,9.0,5.0,413.0,0.0,0.244,0.508,0.3670000000000001,0.514,0.054000000000000006,0.5,22.0,1.7,0.7,3.3,-0.1,19.0,17.0,415.0,2.0,0.077,0.423,0.27,0.444,-0.256,0.385
40.0,7.2,5.6,1.1,0.4,18.0,2.0,507.0,2.0,0.098,0.468,0.10300000000000001,0.4920000000000001,0.077,0.35700000000000004,32.0,1.7,0.7,1.2,-0.1,19.0,17.0,349.0,3.0,0.022000000000000002,0.457,-0.066,0.435,0.18899999999999997,0.5
20.0,7.2,5.6,1.1,0.4,18.0,2.0,356.0,1.0,-0.001,0.333,0.102,0.395,-0.192,0.217,13.0,1.7,0.7,1.2,-0.1,19.0,17.0,319.0,1.0,-0.045,0.371,0.059000000000000004,0.3720000000000001,-0.209,0.37
34.0,-4.6,-2.6,1.1,0.4,27.0,29.0,295.0,1.0,-0.064,0.365,-0.009000000000000001,0.371,-0.133,0.35700000000000004,31.0,1.7,0.7,-2.4,-0.1,19.0,17.0,375.0,4.0,-0.182,0.474,-0.29600000000000004,0.469,0.027000000000000003,0.481
24.0,-2.1,1.3,1.1,-0.2,23.0,14.0,303.0,1.0,-0.055999999999999994,0.382,-0.040999999999999995,0.366,-0.08,0.407,10.0,1.7,0.7,-3.3,-0.1,19.0,17.0,313.0,2.0,-0.24100000000000002,0.311,-0.187,0.353,-0.361,0.217
16.0,4.1,1.0,1.9,0.2,14.0,4.0,296.0,2.0,-0.09300000000000001,0.422,-0.002,0.467,-0.311,0.316,10.0,7.1,4.9,3.0,0.3,5.0,9.0,356.0,3.0,-0.159,0.413,-0.248,0.418,0.086,0.4
23.0,5.9,-2.9,1.9,0.5,3.0,8.0,324.0,0.0,-0.149,0.35200000000000004,-0.12300000000000001,0.385,-0.18100000000000002,0.313,16.0,7.1,4.9,8.3,0.3,5.0,9.0,396.0,1.0,-0.106,0.393,0.006999999999999999,0.452,-0.35700000000000004,0.263
39.0,8.8,6.0,1.9,-0.3,6.0,6.0,436.0,0.0,0.315,0.441,0.6579999999999999,0.529,-0.152,0.32,30.0,7.1,4.9,3.0,0.3,5.0,9.0,538.0,4.0,0.12300000000000001,0.5379999999999999,0.067,0.537,0.461,0.545
23.0,6.8,2.4,1.9,1.0,9.0,5.0,377.0,0.0,0.12300000000000001,0.426,0.158,0.457,0.076,0.385,13.0,7.1,4.9,3.3,0.3,5.0,9.0,339.0,3.0,-0.055,0.446,-0.14800000000000002,0.455,0.079,0.435
28.0,7.2,5.6,1.9,0.4,18.0,2.0,361.0,0.0,0.29,0.5329999999999999,0.525,0.667,-0.062,0.333,21.0,7.1,4.9,1.2,0.3,5.0,9.0,464.0,1.0,0.23800000000000002,0.507,0.385,0.535,0.013000000000000001,0.464
23.0,-2.6,-3.1,1.9,0.8,8.0,26.0,356.0,2.0,-0.188,0.443,-0.31,0.436,-0.07,0.45,20.0,7.1,4.9,-0.2,0.3,5.0,9.0,263.0,0.0,-0.23399999999999999,0.371,-0.4,0.361,-0.003,0.385
20.0,-2.6,-3.1,1.9,0.8,8.0,26.0,386.0,0.0,0.035,0.413,0.168,0.442,-0.14400000000000002,0.375,17.0,7.1,4.9,-0.2,0.3,5.0,9.0,308.0,3.0,0.013999999999999999,0.508,0.0,0.537,0.042,0.45
31.0,4.1,1.0,-2.7,0.2,14.0,4.0,371.0,0.0,0.28,0.484,0.573,0.5760000000000001,-0.033,0.387,10.0,-6.7,-4.0,3.0,0.0,1.0,31.0,213.0,0.0,-0.109,0.34,-0.087,0.325,-0.17600000000000002,0.385
37.0,4.1,1.0,-2.7,0.2,14.0,4.0,377.0,0.0,0.32299999999999995,0.561,0.46299999999999997,0.5770000000000001,0.205,0.5479999999999999,3.0,-6.7,-4.0,3.0,0.0,1.0,31.0,273.0,2.0,-0.315,0.429,-0.242,0.435,-0.511,0.412
28.0,7.1,4.9,-2.7,0.3,5.0,9.0,379.0,3.0,-0.046,0.415,0.127,0.556,-0.41100000000000003,0.118,12.0,-6.7,-4.0,1.9,0.0,1.0,31.0,263.0,4.0,-0.303,0.386,-0.373,0.41,-0.109,0.318
30.0,7.1,4.9,-2.7,0.3,5.0,9.0,459.0,2.0,0.23,0.484,0.423,0.545,-0.193,0.35,9.0,-6.7,-4.0,1.9,0.0,1.0,31.0,342.0,3.0,-0.11900000000000001,0.397,0.013999999999999999,0.463,-0.633,0.14300000000000002
26.0,5.9,-2.9,-2.7,0.5,3.0,8.0,442.0,3.0,-0.156,0.349,-0.231,0.3670000000000001,-0.047,0.324,23.0,-6.7,-4.0,8.3,0.0,1.0,31.0,298.0,3.0,-0.302,0.39,-0.39299999999999996,0.37,-0.16699999999999998,0.419
30.0,8.8,6.0,-2.7,-0.3,6.0,6.0,423.0,0.0,0.301,0.557,0.541,0.605,0.017,0.5,13.0,-6.7,-4.0,3.0,0.0,1.0,31.0,230.0,1.0,0.051,0.4,0.045,0.385,0.065,0.438
17.0,6.8,2.4,-2.7,1.0,9.0,5.0,258.0,1.0,-0.018000000000000002,0.407,0.187,0.5670000000000001,-0.27399999999999997,0.208,13.0,-6.7,-4.0,3.3,0.0,1.0,31.0,368.0,1.0,-0.040999999999999995,0.397,-0.271,0.359,0.268,0.448
34.0,8.3,6.0,-2.7,-0.4,17.0,3.0,491.0,4.0,0.124,0.487,0.591,0.595,-0.42100000000000004,0.361,20.0,-6.7,-4.0,2.6,0.0,1.0,31.0,254.0,2.0,-0.102,0.413,0.10400000000000001,0.478,-0.662,0.235
24.0,-3.8,-7.2,-2.7,-0.1,7.0,16.0,308.0,1.0,-0.084,0.412,-0.261,0.37,0.114,0.458,6.0,-6.7,-4.0,3.5,0.0,1.0,31.0,364.0,4.0,-0.258,0.413,-0.228,0.491,-0.33,0.227
31.0,3.6,0.2,-2.7,-0.2,30.0,11.0,333.0,1.0,0.149,0.458,0.43,0.542,-0.044000000000000004,0.4,10.0,-6.7,-4.0,3.6,0.0,1.0,31.0,321.0,5.0,-0.237,0.388,-0.237,0.444,-0.23600000000000002,0.273
30.0,-2.6,0.9,-2.7,-0.4,13.0,24.0,438.0,0.0,0.213,0.406,0.384,0.465,-0.138,0.28600000000000003,27.0,-6.7,-4.0,-3.1,0.0,1.0,31.0,432.0,1.0,0.114,0.486,0.218,0.542,-0.113,0.364
27.0,-2.2,-0.7,-2.7,-0.3,10.0,18.0,469.0,1.0,0.171,0.412,0.305,0.5,0.02,0.313,20.0,-6.7,-4.0,-1.2,0.0,1.0,31.0,355.0,2.0,0.079,0.403,0.18100000000000002,0.431,-0.345,0.28600000000000003
33.0,-2.6,-3.1,-2.7,0.8,8.0,26.0,336.0,2.0,0.01,0.431,0.026000000000000002,0.444,-0.015,0.409,27.0,-6.7,-4.0,-0.2,0.0,1.0,31.0,338.0,0.0,0.054000000000000006,0.348,0.14400000000000002,0.407,-0.27,0.133
31.0,4.1,1.0,3.5,0.2,14.0,4.0,376.0,1.0,0.071,0.448,0.151,0.552,-0.008,0.345,7.0,-3.8,-7.2,3.0,-0.1,7.0,16.0,345.0,3.0,-0.22699999999999998,0.425,-0.278,0.464,-0.061,0.294
12.0,7.1,4.9,3.5,0.3,5.0,9.0,259.0,1.0,-0.039,0.467,0.12300000000000001,0.564,-0.34,0.28600000000000003,6.0,-3.8,-7.2,1.9,-0.1,7.0,16.0,258.0,1.0,-0.23,0.353,-0.21,0.394,-0.266,0.278
24.0,-2.8,-0.4,3.5,-0.2,25.0,10.0,373.0,1.0,-0.006,0.348,0.125,0.433,-0.106,0.282,10.0,-3.8,-7.2,-2.2,-0.1,7.0,16.0,213.0,0.0,-0.282,0.28,-0.319,0.243,-0.17800000000000002,0.385
19.0,-8.3,-5.4,3.5,0.2,4.0,32.0,458.0,1.0,-0.09,0.35100000000000003,0.013999999999999999,0.396,-0.261,0.276,16.0,-3.8,-7.2,-3.1,-0.1,7.0,16.0,364.0,0.0,0.0,0.431,0.10099999999999999,0.525,-0.125,0.313
21.0,2.8,0.8,3.5,0.2,11.0,7.0,293.0,1.0,-0.075,0.471,-0.099,0.5429999999999999,-0.051,0.4,18.0,-3.8,-7.2,1.8,-0.1,7.0,16.0,320.0,0.0,-0.094,0.34700000000000003,-0.17600000000000002,0.306,-0.012,0.389
24.0,3.6,2.4,3.5,-0.1,2.0,12.0,322.0,3.0,-0.223,0.377,-0.132,0.463,-0.408,0.2,10.0,-3.8,-7.2,1.3,-0.1,7.0,16.0,334.0,4.0,-0.27699999999999997,0.35700000000000004,-0.555,0.265,-0.013000000000000001,0.444
27.0,8.3,6.0,3.5,-0.4,17.0,3.0,524.0,0.0,0.253,0.475,0.39,0.511,0.057999999999999996,0.424,3.0,-3.8,-7.2,2.6,-0.1,7.0,16.0,212.0,1.0,-0.38799999999999996,0.271,-0.42,0.28600000000000003,-0.304,0.231
16.0,-2.6,-3.1,3.5,0.8,8.0,26.0,388.0,2.0,-0.27699999999999997,0.373,-0.271,0.457,-0.28600000000000003,0.241,13.0,-3.8,-7.2,-0.2,-0.1,7.0,16.0,213.0,4.0,-0.255,0.41,0.067,0.484,-0.5870000000000001,0.333
37.0,-2.6,0.1,3.5,0.0,12.0,27.0,397.0,2.0,0.106,0.429,0.419,0.5,-0.145,0.371,13.0,-3.8,-7.2,-2.7,-0.1,7.0,16.0,285.0,2.0,-0.498,0.266,-0.511,0.22,-0.47600000000000003,0.348
26.0,-3.9,4.5,-0.5,-0.5,26.0,15.0,438.0,0.0,0.15,0.425,0.254,0.438,-0.049,0.4,20.0,-4.2,-3.8,-7.8,0.0,16.0,23.0,335.0,0.0,0.17800000000000002,0.383,0.457,0.457,-0.212,0.28
