,Pts,FPI
1287,13.0,-7.0
1288,16.0,-7.0
1289,27.0,-7.0
1290,31.0,-7.0
1291,10.0,-7.0
1292,14.0,-7.0
1293,6.0,-7.0
1294,3.0,-7.0
1295,20.0,-7.0
1296,21.0,-7.0
1297,20.0,3.4
1298,8.0,3.4
1299,27.0,3.4
1300,11.0,3.4
1301,21.0,2.9
1302,23.0,2.9
1303,12.0,2.9
1304,16.0,2.9
1305,27.0,2.9
1306,13.0,2.9
1307,3.0,-0.6
1308,3.0,-0.6
1309,13.0,-0.6
1310,14.0,-0.6
1311,7.0,-0.6
1312,16.0,-0.6
1313,25.0,-0.6
1314,21.0,-0.6
1315,6.0,-6.5
1316,16.0,-6.5
1317,21.0,-6.5
1318,14.0,-6.5
1319,0.0,-6.5
1320,3.0,-6.5
1321,15.0,-6.5
1322,18.0,-6.5
1323,6.0,-6.5
1324,21.0,-9.8
1325,20.0,-9.8
1326,10.0,-9.8
1327,10.0,-9.8
1328,6.0,-9.8
1329,0.0,-9.8
1330,24.0,-9.8
1331,20.0,-9.8
1332,14.0,-9.8
1333,16.0,-9.8
1334,21.0,-9.8
1336,32.0,10.3
1337,13.0,-3.6
1339,3.0,-3.6
1340,30.0,-3.6
1341,34.0,-3.6
1342,27.0,-3.6
1343,23.0,-3.6
1344,29.0,-8.8
1345,13.0,-8.8
1346,16.0,-8.8
1347,25.0,-8.8
1348,14.0,-8.8
1349,25.0,-8.8
1351,17.0,-0.9
1352,28.0,-0.9
1353,29.0,-0.9
1354,19.0,-0.9
1355,3.0,-7.8
1356,19.0,-7.8
1357,10.0,-7.8
1358,31.0,-7.8
1359,17.0,-7.8
1360,38.0,-7.8
1361,9.0,-7.8
1363,23.0,-2.1
1364,10.0,-2.1
1365,11.0,-2.1
1366,34.0,1.9
1367,23.0,1.9
1368,26.0,1.9
1369,11.0,1.9
1370,21.0,-4.7
1371,29.0,-4.7
1373,20.0,-4.7
1374,23.0,-4.7
1375,21.0,-4.7
1376,30.0,5.5
1377,24.0,5.5
1378,16.0,-0.6
1379,39.0,-0.6
1380,25.0,-0.6
1381,26.0,-0.6
1382,16.0,-0.6
1383,22.0,-0.6
1384,20.0,-2.4
1385,16.0,-2.4
1386,21.0,-2.4
1387,23.0,-2.4
1388,20.0,-2.4
1389,17.0,3.7
1390,17.0,3.7
1391,20.0,3.7
1393,27.0,3.7
1394,20.0,3.7
1396,17.0,1.9
1397,0.0,-9.0
1398,10.0,-9.0
1399,9.0,-9.0
1400,27.0,-9.0
1401,17.0,-9.0
1402,10.0,-9.0
1403,13.0,-9.0
1404,7.0,-9.0
1405,28.0,-9.0
1406,17.0,3.8
1408,32.0,3.8
1409,16.0,3.8
1410,31.0,2.5
1411,21.0,2.5
1412,23.0,2.5
1413,6.0,-1.5
1415,7.0,-1.5
1416,6.0,-1.5
1417,17.0,-4.2
1418,15.0,-4.2
1419,10.0,-4.2
1420,20.0,-4.2
1421,19.0,-4.2
1422,20.0,-4.2
1423,10.0,0.5
1425,20.0,0.5
1426,23.0,0.5
1428,34.0,-5.4
1429,16.0,-5.4
1430,13.0,-5.4
1431,9.0,-5.4
1432,9.0,-5.4
1433,21.0,-5.4
1434,21.0,-2.7
1435,27.0,-2.7
1437,16.0,-2.7
1438,24.0,6.7
1439,20.0,6.7
1440,17.0,-0.6
1442,24.0,-0.6
1443,30.0,-0.6
1444,31.0,-0.6
1445,16.0,-0.6
1446,27.0,-2.9
1447,26.0,-2.9
1448,20.0,-2.9
1449,16.0,-2.9
1450,30.0,-2.9
1452,30.0,-0.1
1453,10.0,-0.1
1454,21.0,-0.1
1455,6.0,-0.1
1456,12.0,-0.1
1457,22.0,4.7
1458,34.0,4.7
1459,34.0,4.7
1460,23.0,-0.5
1461,11.0,-0.5
1462,28.0,-0.5
1463,20.0,-0.2
1464,23.0,-0.2
