,Pts,FPI
1316,27.0,-3.5
1317,16.0,-3.5
1318,17.0,-9.9
1319,19.0,-9.9
1320,29.0,-9.9
1321,24.0,-6.5
1322,34.0,-6.5
1323,34.0,-6.5
1324,34.0,-6.5
1325,22.0,-6.5
1326,16.0,-6.5
1327,13.0,-6.5
1328,26.0,-9.8
1329,16.0,-9.8
1330,37.0,-9.8
1331,38.0,-9.8
1332,27.0,-9.8
1333,22.0,-8.0
1334,33.0,-8.0
1335,,-2.9
1336,16.0,-2.9
1337,39.0,-2.9
1338,,-4.2
1339,27.0,-4.2
1340,25.0,-4.2
1341,,4.7
1342,43.0,4.7
1343,42.0,4.7
1344,37.0,4.7
1345,30.0,4.7
1346,35.0,4.7
1347,34.0,4.7
1348,,-0.5
1349,31.0,-0.5
1350,43.0,-0.5
1351,24.0,-0.5
1352,28.0,-0.5
1353,34.0,-0.5
1354,,6.7
1355,38.0,6.7
1356,33.0,6.7
1357,31.0,6.7
1358,27.0,6.7
1359,30.0,6.7
1360,24.0,6.7
1361,,-7.8
1362,40.0,-7.8
1363,37.0,-7.8
1364,,4.6
1365,26.0,4.6
1366,26.0,4.6
1367,28.0,4.6
1368,38.0,4.6
1369,38.0,4.6
1370,27.0,4.6
1371,28.0,4.6
1372,24.0,4.6
1373,,-0.6
1374,40.0,-0.6
1375,25.0,-0.6
1376,34.0,-0.6
1377,,-8.8
1378,27.0,-8.8
1379,,5.5
1380,34.0,5.5
1381,35.0,5.5
1382,30.0,5.5
1383,27.0,5.5
1384,26.0,5.5
1385,38.0,5.5
1386,,-9.0
1387,,1.9
1388,31.0,1.9
1389,28.0,1.9
1390,34.0,1.9
1391,,2.5
1392,24.0,2.5
1393,30.0,2.5
1394,30.0,2.5
1395,38.0,2.5
1396,37.0,2.5
1397,,4.7
1398,38.0,4.7
1399,35.0,4.7
1400,38.0,4.7
1401,31.0,4.7
1402,27.0,4.7
1403,37.0,4.7
1404,,-0.2
1405,34.0,-0.2
1406,34.0,-0.2
1407,40.0,-0.2
1408,16.0,-0.2
1409,31.0,-0.2
1410,34.0,10.3
1411,23.0,10.3
1412,34.0,10.3
1413,26.0,10.3
1414,26.0,10.3
1415,43.0,10.3
1416,35.0,10.3
1417,33.0,10.3
1418,21.0,-0.1
1419,36.0,-0.1
1420,30.0,-0.1
1421,27.0,-2.1
1422,17.0,-2.1
1423,30.0,-2.1
1424,20.0,-2.1
1425,23.0,-2.1
1426,27.0,1.9
1427,31.0,1.9
1428,35.0,1.9
1429,30.0,1.9
1430,18.0,1.9
1431,24.0,1.9
1432,44.0,1.9
1433,20.0,3.8
1434,37.0,3.8
1435,17.0,3.8
1436,30.0,3.8
1437,24.0,3.8
1438,35.0,-1.5
1439,34.0,-1.5
1440,49.0,-1.5
1441,32.0,-1.5
1442,37.0,-1.5
1443,31.0,3.7
1444,36.0,3.7
1445,24.0,3.7
1446,33.0,3.7
1447,28.0,0.5
1448,36.0,0.5
1449,19.0,0.5
1450,31.0,0.5
1451,41.0,0.5
1452,23.0,-0.9
1453,25.0,-0.9
1454,22.0,-0.9
1455,23.0,-0.9
1456,21.0,-0.6
1457,31.0,-0.6
1458,23.0,-0.6
1459,26.0,-4.7
1460,34.0,-4.7
1461,23.0,-4.7
1462,37.0,-2.7
1463,18.0,-2.7
1464,31.0,-2.7
1465,33.0,-3.6
1466,31.0,-3.6
1467,30.0,-2.4
1468,27.0,-2.4
1469,20.0,-5.4
1470,23.0,-5.4
