RK,TEAM,TOTAL DVOA,LAST WEEK,TOTAL DAVE,RANK,W-L,OFFENSE DVOA,OFF. RANK,DEFENSE DVOA,DEF. RANK,S.T. DVOA,S.T. RANK,WEEK,YEAR,WEIGHTED DVOA,RANK,non-adj VOA,Last Year,ESTIM. WINS,EW RANK,SCHEDULE RANK,RANK,PYTH WINS,RANK,VAR.,RANK,PAST SCHED,RANK,FUTURE SCHED,RANK
18,LAC,-0.017,20,,,5-8,0.058,10,0.041,21,-0.034,31,14,2019,0.011,16,,,,,,,,,,,,,,
19,IND,-0.021,17,,,6-7,-0.004,16,-0.005,15,-0.022,28,14,2019,-0.019,19,,,,,,,,,,,,,,
20,HOU,-0.040,15,,,8-5,0.041,12,0.102,27,0.021,7,14,2019,-0.063,21,,,,,,,,,,,,,,
21,DEN,-0.069,23,,,5-8,-0.094,24,-0.041,11,-0.016,24,14,2019,-0.059,20,,,,,,,,,,,,,,
22,DET,-0.090,21,,,3-9-2001,-0.007,18,0.085,24,0.002,14,14,2019,-0.118,22,,,,,,,,,,,,,,
23,OAK,-0.133,22,,,6-7,0.048,11,0.166,31,-0.015,23,14,2019,-0.161,25,,,,,,,,,,,,,,
24,ARI,-0.137,24,,,3-9-2001,-0.004,15,0.108,28,-0.026,30,14,2019,-0.129,23,,,,,,,,,,,,,,
25,ATL,-0.144,26,,,4-9,-0.034,20,0.087,26,-0.023,29,14,2019,-0.130,24,,,,,,,,,,,,,,
26,NYJ,-0.191,28,,,5-8,-0.268,32,-0.041,12,0.036,2,14,2019,-0.182,26,,,,,,,,,,,,,,
27,CAR,-0.202,27,,,5-8,-0.118,25,0.067,23,-0.018,26,14,2019,-0.264,29,,,,,,,,,,,,,,
28,JAX,-0.217,25,,,4-9,-0.118,26,0.113,29,0.014,10,14,2019,-0.272,30,,,,,,,,,,,,,,
29,NYG,-0.223,29,,,2-11,-0.138,27,0.087,25,0.001,15,14,2019,-0.228,27,,,,,,,,,,,,,,
30,CIN,-0.257,31,,,1-12,-0.166,28,0.141,30,0.050,1,14,2019,-0.236,28,,,,,,,,,,,,,,
31,WAS,-0.280,30,,,3-10,-0.263,31,0.034,19,0.017,8,14,2019,-0.306,31,,,,,,,,,,,,,,
32,MIA,-0.422,32,,,3-10,-0.182,29,0.240,32,0.000,16,14,2019,-0.352,32,,,,,,,,,,,,,,
1,BAL,0.408,1,,,12-2,0.289,1,-0.116,5,0.003,14,15,2019,0.446,1,,,,,,,,,,,,,,
2,NE,0.333,2,,,11-3,0.019,14,-0.310,1,0.004,13,15,2019,0.247,5,,,,,,,,,,,,,,
3,SF,0.294,3,,,11-3,0.062,9,-0.230,2,0.002,16,15,2019,0.262,3,,,,,,,,,,,,,,
4,NO,0.286,5,,,11-3,0.190,5,-0.063,10,0.033,3,15,2019,0.353,2,,,,,,,,,,,,,,
5,KC,0.277,4,,,10-4,0.210,3,-0.043,11,0.024,6,15,2019,0.257,4,,,,,,,,,,,,,,
6,SEA,0.188,6,,,11-3,0.205,4,0.002,14,-0.016,25,15,2019,0.195,7,,,,,,,,,,,,,,
7,MIN,0.186,7,,,10-4,0.091,7,-0.093,6,0.002,15,15,2019,0.200,6,,,,,,,,,,,,,,
8,DAL,0.178,8,,,7-7,0.272,2,0.049,22,-0.045,32,15,2019,0.145,8,,,,,,,,,,,,,,
9,GB,0.082,10,,,11-3,0.101,6,0.027,17,0.008,10,15,2019,0.036,12,,,,,,,,,,,,,,
10,LAR,0.056,9,,,8-6,-0.020,18,-0.084,8,-0.008,21,15,2019,0.032,13,,,,,,,,,,,,,,
11,BUF,0.056,11,,,10-4,-0.066,22,-0.133,4,-0.011,22,15,2019,0.118,9,,,,,,,,,,,,,,
12,TEN,0.036,12,,,8-6,0.067,8,0.004,15,-0.027,28,15,2019,0.084,10,,,,,,,,,,,,,,
13,TB,0.033,16,,,7-7,-0.040,21,-0.077,9,-0.004,19,15,2019,0.082,11,,,,,,,,,,,,,,
14,CHI,0.006,15,,,7-7,-0.094,23,-0.090,7,0.011,9,15,2019,0.006,16,,,,,,,,,,,,,,
15,PHI,0.005,13,,,7-7,0.016,15,0.010,16,0.000,18,15,2019,0.020,14,,,,,,,,,,,,,,
16,PIT,-0.014,14,,,8-6,-0.215,30,-0.173,3,0.028,4,15,2019,0.017,15,,,,,,,,,,,,,,
17,HOU,-0.041,20,,,9-5,0.033,11,0.096,27,0.022,7,15,2019,-0.078,21,,,,,,,,,,,,,,
18,LAC,-0.060,18,,,5-9,0.022,13,0.046,21,-0.035,31,15,2019,-0.028,17,,,,,,,,,,,,,,
19,CLE,-0.069,17,,,6-8,-0.029,20,0.040,19,0.000,17,15,2019,-0.070,20,,,,,,,,,,,,,,
20,ATL,-0.073,25,,,5-9,0.004,16,0.054,23,-0.023,27,15,2019,-0.034,18,,,,,,,,,,,,,,
21,IND,-0.078,19,,,6-8,-0.019,17,0.030,18,-0.029,30,15,2019,-0.094,23,,,,,,,,,,,,,,
22,ARI,-0.103,24,,,4-9-2001,0.028,12,0.103,28,-0.028,29,15,2019,-0.061,19,,,,,,,,,,,,,,
23,DEN,-0.109,21,,,5-9,-0.115,26,-0.019,12,-0.013,24,15,2019,-0.083,22,,,,,,,,,,,,,,
24,DET,-0.117,22,,,3-10-2001,-0.026,19,0.095,26,0.005,12,15,2019,-0.182,26,,,,,,,,,,,,,,
25,OAK,-0.135,23,,,6-8,0.048,10,0.163,31,-0.020,26,15,2019,-0.151,24,,,,,,,,,,,,,,
26,CAR,-0.187,27,,,5-9,-0.108,24,0.066,24,-0.012,23,15,2019,-0.276,30,,,,,,,,,,,,,,
27,NYG,-0.190,29,,,3-11,-0.114,25,0.082,25,0.006,11,15,2019,-0.182,25,,,,,,,,,,,,,,
28,JAX,-0.203,28,,,5-9,-0.117,27,0.107,29,0.021,8,15,2019,-0.299,31,,,,,,,,,,,,,,
29,NYJ,-0.207,26,,,5-9,-0.257,32,-0.013,13,0.037,2,15,2019,-0.193,27,,,,,,,,,,,,,,
30,WAS,-0.233,31,,,3-11,-0.220,31,0.041,20,0.028,5,15,2019,-0.246,29,,,,,,,,,,,,,,
31,CIN,-0.252,30,,,1-13,-0.167,28,0.131,30,0.046,1,15,2019,-0.223,28,,,,,,,,,,,,,,
32,MIA,-0.444,32,,,3-11,-0.199,29,0.241,32,-0.005,20,15,2019,-0.366,32,,,,,,,,,,,,,,
1,BAL,0.418,1,,,13-2,0.298,1,-0.117,4,0.003,16,16,2019,0.494,1,,,,,,,,,,,,,,
2,NE,0.345,2,,,12-3,0.046,11,-0.292,1,0.007,12,16,2019,0.278,4,,,,,,,,,,,,,,
3,KC,0.295,5,,,11-4,0.225,3,-0.045,10,0.025,7,16,2019,0.312,3,,,,,,,,,,,,,,
4,SF,0.283,3,,,12-3,0.059,9,-0.211,2,0.013,10,16,2019,0.240,5,,,,,,,,,,,,,,
5,NO,0.280,4,,,12-3,0.204,4,-0.039,12,0.037,3,16,2019,0.365,2,,,,,,,,,,,,,,
6,MIN,0.160,7,,,10-5,0.049,10,-0.106,7,0.005,14,16,2019,0.185,6,,,,,,,,,,,,,,
7,DAL,0.157,8,,,7-8,0.245,2,0.047,20,-0.041,31,16,2019,0.105,9,,,,,,,,,,,,,,
8,SEA,0.145,6,,,11-4,0.170,5,0.011,16,-0.014,23,16,2019,0.140,7,,,,,,,,,,,,,,
9,GB,0.099,9,,,12-3,0.083,7,-0.012,15,0.004,15,16,2019,0.077,11,,,,,,,,,,,,,,
10,LAR,0.062,10,,,8-7,-0.004,17,-0.082,8,-0.015,25,16,2019,0.046,14,,,,,,,,,,,,,,
11,BUF,0.051,11,,,10-5,-0.054,21,-0.114,5,-0.009,20,16,2019,0.131,8,,,,,,,,,,,,,,
12,PHI,0.049,15,,,8-7,0.022,15,-0.029,13,-0.003,18,16,2019,0.051,13,,,,,,,,,,,,,,
13,TEN,0.048,12,,,8-7,0.092,6,0.012,17,-0.032,28,16,2019,0.102,10,,,,,,,,,,,,,,
14,TB,0.033,13,,,7-8,-0.066,22,-0.111,6,-0.011,21,16,2019,0.072,12,,,,,,,,,,,,,,
15,HOU,-0.019,17,,,10-5,0.006,16,0.054,22,0.029,4,16,2019,-0.021,17,,,,,,,,,,,,,,
16,CHI,-0.023,14,,,7-8,-0.107,25,-0.073,9,0.012,11,16,2019,-0.056,22,,,,,,,,,,,,,,
17,IND,-0.033,21,,,7-8,-0.022,18,0.016,18,0.005,13,16,2019,-0.020,16,,,,,,,,,,,,,,
18,PIT,-0.049,16,,,8-7,-0.244,31,-0.166,3,0.029,5,16,2019,-0.042,20,,,,,,,,,,,,,,
19,LAC,-0.061,18,,,5-10,0.029,12,0.054,21,-0.036,30,16,2019,-0.049,21,,,,,,,,,,,,,,
20,ATL,-0.066,20,,,6-9,0.023,14,0.057,23,-0.032,29,16,2019,-0.027,18,,,,,,,,,,,,,,
21,ARI,-0.067,22,,,5-9-2001,0.029,13,0.071,24,-0.025,27,16,2019,0.003,15,,,,,,,,,,,,,,
22,CLE,-0.075,19,,,6-9,-0.030,20,0.047,19,0.002,17,16,2019,-0.129,23,,,,,,,,,,,,,,
23,DEN,-0.080,23,,,6-9,-0.083,24,-0.028,14,-0.025,26,16,2019,-0.040,19,,,,,,,,,,,,,,
24,OAK,-0.118,25,,,7-8,0.062,8,0.166,31,-0.015,24,16,2019,-0.144,25,,,,,,,,,,,,,,
25,DET,-0.133,24,,,3-11-2001,-0.030,19,0.117,28,0.014,9,16,2019,-0.225,29,,,,,,,,,,,,,,
26,NYJ,-0.175,29,,,6-9,-0.258,32,-0.043,11,0.040,2,16,2019,-0.140,24,,,,,,,,,,,,,,
27,NYG,-0.178,27,,,4-11,-0.068,23,0.106,27,-0.004,19,16,2019,-0.183,26,,,,,,,,,,,,,,
28,JAX,-0.222,28,,,5-10,-0.115,26,0.126,29,0.019,8,16,2019,-0.342,31,,,,,,,,,,,,,,
29,WAS,-0.226,30,,,3-12,-0.183,29,0.071,25,0.029,6,16,2019,-0.207,27,,,,,,,,,,,,,,
30,CAR,-0.243,26,,,5-10,-0.126,27,0.073,26,-0.044,32,16,2019,-0.360,32,,,,,,,,,,,,,,
31,CIN,-0.281,31,,,1-14,-0.186,30,0.145,30,0.051,1,16,2019,-0.221,28,,,,,,,,,,,,,,
32,MIA,-0.421,32,,,4-11,-0.181,28,0.228,32,-0.013,22,16,2019,-0.313,30,,,,,,,,,,,,,,
1,BAL,0.412,,,,14-2,0.282,1,-0.115,5,0.015,9,17,2019,0.482,1,0.438,6,12.9,2,-0.025,24,13.4,1,0.162,20,,,,
2,NO,0.327,,,,13-3,0.220,4,-0.071,8,0.036,3,17,2019,0.422,2,0.361,2,13.3,1,-0.010,19,10.9,6,0.085,5,,,,
3,NE,0.307,,,,12-4,0.043,11,-0.252,1,0.012,11,17,2019,0.195,5,0.343,7,12.3,3,-0.066,32,13.1,2,0.134,14,,,,
4,KC,0.301,,,,12-4,0.235,3,-0.026,14,0.041,2,17,2019,0.317,3,0.274,1,12,5,0.001,16,11.6,4,0.088,7,,,,
5,SF,0.290,,,,13-3,0.077,7,-0.203,2,0.010,12,17,2019,0.255,4,0.269,30,12.1,4,0.008,11,12,3,0.138,17,,,,
6,DAL,0.199,,,,8-8,0.245,2,0.007,16,-0.039,30,17,2019,0.142,8,0.245,18,11.4,6,-0.033,27,10.9,5,0.110,10,,,,
7,MIN,0.179,,,,10-6,0.048,10,-0.123,4,0.008,14,17,2019,0.181,6,0.220,10,10.7,8,-0.012,21,10.8,7,0.074,3,,,,
8,SEA,0.127,,,,11-5,0.177,5,0.041,21,-0.009,20,17,2019,0.101,9,0.061,12,10.7,7,0.055,2,8.2,14,0.086,6,,,,
9,GB,0.077,,,,13-3,0.066,8,-0.009,15,0.001,18,17,2019,0.054,13,0.071,20,9.9,9,-0.004,17,9.8,9,0.183,22,,,,
10,TEN,0.076,,,,9-7,0.130,6,0.019,18,-0.035,29,17,2019,0.176,7,0.142,21,9.1,10,-0.038,28,9.9,8,0.191,25,,,,
11,PHI,0.055,,,,9-7,0.024,14,-0.031,12,0.000,19,17,2019,0.060,11,0.069,15,9,12,-0.032,26,8.8,11,0.193,26,,,,
12,LAR,0.053,,,,9-7,0.006,16,-0.061,9,-0.015,23,17,2019,0.047,14,0.014,3,9.1,11,0.060,1,8.8,12,0.209,29,,,,
13,BUF,0.016,,,,10-6,-0.071,21,-0.099,7,-0.012,21,17,2019,0.074,10,0.057,28,7.6,15,-0.049,31,9.8,10,0.113,11,,,,
14,TB,0.003,,,,7-9,-0.074,23,-0.105,6,-0.028,27,17,2019,0.056,12,0.031,25,6.9,21,0.004,14,8.2,13,0.095,8,,,,
15,ATL,-0.019,,,,7-9,0.023,15,0.014,17,-0.029,28,17,2019,0.043,15,-0.063,17,7.9,13,0.038,5,7.5,19,0.136,15,,,,
16,HOU,-0.022,,,,10-6,0.006,17,0.056,22,0.029,5,17,2019,-0.068,19,-0.021,11,7.7,14,0.024,7,7.8,15,0.150,19,,,,
17,ARI,-0.031,,,,5-10-2001,0.032,13,0.040,20,-0.024,26,17,2019,0.030,16,-0.081,32,7.3,17,0.043,3,6,23,0.164,21,,,,
18,CHI,-0.031,,,,8-8,-0.099,25,-0.058,10,0.009,13,17,2019,-0.028,17,-0.075,5,7.6,16,0.032,6,7.4,20,0.071,2,,,,
19,PIT,-0.058,,,,8-8,-0.251,31,-0.178,3,0.015,8,17,2019,-0.060,18,-0.056,9,7.3,18,0.007,12,7.6,18,0.102,9,,,,
20,IND,-0.060,,,,7-9,-0.034,19,0.030,19,0.004,16,17,2019,-0.074,20,-0.021,8,7.2,20,-0.044,30,7.7,17,0.117,12,,,,
21,DET,-0.081,,,,3-12-2001,-0.030,18,0.065,23,0.014,10,17,2019,-0.152,25,-0.100,23,6.6,22,0.012,10,5.9,24,0.067,1,,,,
22,LAC,-0.089,,,,5-11,0.035,12,0.072,25,-0.051,32,17,2019,-0.075,21,-0.069,4,5.5,27,-0.023,23,7.8,16,0.120,13,,,,
23,DEN,-0.104,,,,7-9,-0.113,26,-0.028,13,-0.019,24,17,2019,-0.085,22,-0.072,13,6.4,23,0.001,15,6.9,21,0.137,16,,,,
24,CLE,-0.106,,,,6-10,-0.048,20,0.066,24,0.008,15,17,2019,-0.139,24,-0.159,19,6.1,26,0.020,9,6.4,22,0.194,27,,,,
25,OAK,-0.127,,,,7-9,0.054,9,0.158,31,-0.023,25,17,2019,-0.166,26,-0.116,31,7.2,19,-0.018,22,5.2,28,0.194,28,,,,
26,NYJ,-0.177,,,,7-9,-0.254,32,-0.042,11,0.034,4,17,2019,-0.105,23,-0.137,26,6.2,25,-0.043,29,5.6,25,0.267,32,,,,
27,NYG,-0.186,,,,4-12,-0.074,22,0.115,28,0.003,17,17,2019,-0.167,27,-0.191,16,3.8,31,-0.010,20,5.3,27,0.077,4,,,,
28,JAX,-0.194,,,,6-10,-0.099,24,0.123,29,0.027,6,17,2019,-0.296,31,-0.174,22,6.4,24,-0.027,25,5.3,26,0.226,31,,,,
29,CAR,-0.265,,,,5-11,-0.144,27,0.080,26,-0.041,31,17,2019,-0.405,32,-0.298,14,4,30,0.042,4,4.9,29,0.211,30,,,,
30,WAS,-0.269,,,,3-13,-0.207,30,0.089,27,0.027,7,17,2019,-0.272,30,-0.254,29,4.4,28,0.004,13,3.7,31,0.190,24,,,,
31,CIN,-0.276,,,,2-14,-0.166,29,0.156,30,0.046,1,17,2019,-0.209,28,-0.317,24,4,29,0.023,8,4.3,30,0.140,18,,,,
32,MIA,-0.388,,,,5-11,-0.145,28,0.230,32,-0.013,22,17,2019,-0.268,29,-0.385,27,3,32,-0.006,18,3.6,32,0.184,23,,,,
1,BAL,0.880,,18.90%,2,1-0,0.399,1,-0.387,3,0.094,2,1,2020,,,,,,,,,,,,,,,,
2,NE,0.523,,3.00%,11,1-0,0.364,3,-0.238,5,-0.079,25,1,2020,,,,,,,,,,,,,,,,
3,JAX,0.380,,-7.10%,24,1-0,0.358,4,0.005,13,0.028,5,1,2020,,,,,,,,,,,,,,,,
4,SEA,0.370,,9.70%,5,1-0,0.386,2,0.095,21,0.078,3,1,2020,,,,,,,,,,,,,,,,
5,PIT,0.360,,10.60%,4,1-0,0.065,14,-0.390,2,-0.094,27,1,2020,,,,,,,,,,,,,,,,
6,WAS,0.359,,-15.30%,30,1-0,-0.326,28,-0.694,1,-0.008,13,1,2020,,,,,,,,,,,,,,,,
7,BUF,0.167,,-0.70%,19,1-0,0.026,17,-0.190,7,-0.048,22,1,2020,,,,,,,,,,,,,,,,
8,LV,0.137,,-3.30%,23,1-0,0.317,5,0.165,23,-0.014,15,1,2020,,,,,,,,,,,,,,,,
9,NO,0.108,,22.20%,1,1-0,-0.137,24,-0.143,9,0.102,1,1,2020,,,,,,,,,,,,,,,,
10,MIN,0.108,,-0.20%,17,0-1,0.282,6,0.201,26,0.026,6,1,2020,,,,,,,,,,,,,,,,
11,LAC,0.041,,-2.20%,20,1-0,-0.076,22,-0.204,6,-0.087,26,1,2020,,,,,,,,,,,,,,,,
12,CAR,0.025,,-13.10%,28,0-1,0.233,8,0.240,27,0.032,4,1,2020,,,,,,,,,,,,,,,,
13,CHI,0.003,,-2.80%,22,1-0,0.009,19,-0.016,12,-0.022,16,1,2020,,,,,,,,,,,,,,,,
14,DAL,0.003,,6.00%,7,0-1,0.092,12,0.039,18,-0.051,23,1,2020,,,,,,,,,,,,,,,,
15,DET,-0.001,,1.10%,14,0-1,-0.003,21,0.012,15,0.014,9,1,2020,,,,,,,,,,,,,,,,
16,KC,-0.012,,18.80%,3,1-0,0.176,9,0.175,25,-0.013,14,1,2020,,,,,,,,,,,,,,,,
17,GB,-0.050,,-0.70%,18,1-0,0.242,7,0.287,30,-0.004,12,1,2020,,,,,,,,,,,,,,,,
18,ARI,-0.052,,0.50%,16,1-0,0.005,20,0.029,17,-0.028,17,1,2020,,,,,,,,,,,,,,,,
19,SF,-0.061,,3.90%,9,0-1,0.023,18,0.006,14,-0.078,24,1,2020,,,,,,,,,,,,,,,,
20,HOU,-0.093,,-2.30%,21,0-1,0.111,11,0.167,24,-0.036,19,1,2020,,,,,,,,,,,,,,,,
21,LAR,-0.135,,3.90%,10,1-0,0.074,13,0.095,20,-0.114,28,1,2020,,,,,,,,,,,,,,,,
22,TEN,-0.143,,0.90%,15,1-0,0.034,16,-0.111,10,-0.287,32,1,2020,,,,,,,,,,,,,,,,
23,TB,-0.163,,7.10%,6,0-1,-0.161,25,-0.164,8,-0.167,30,1,2020,,,,,,,,,,,,,,,,
24,DEN,-0.171,,-7.50%,25,0-1,-0.133,23,0.039,19,0.001,11,1,2020,,,,,,,,,,,,,,,,
25,ATL,-0.260,,2.90%,12,0-1,0.118,10,0.389,32,0.011,10,1,2020,,,,,,,,,,,,,,,,
26,IND,-0.270,,4.30%,8,0-1,0.038,15,0.260,28,-0.048,21,1,2020,,,,,,,,,,,,,,,,
27,CIN,-0.284,,-15.50%,31,0-1,-0.332,29,-0.085,11,-0.037,20,1,2020,,,,,,,,,,,,,,,,
28,NYJ,-0.352,,-14.00%,29,0-1,-0.211,26,0.027,16,-0.114,29,1,2020,,,,,,,,,,,,,,,,
29,PHI,-0.411,,1.90%,13,0-1,-0.713,32,-0.336,4,-0.034,18,1,2020,,,,,,,,,,,,,,,,
30,MIA,-0.489,,-17.30%,32,0-1,-0.232,27,0.283,29,0.026,8,1,2020,,,,,,,,,,,,,,,,
31,NYG,-0.547,,-9.50%,26,0-1,-0.454,30,0.119,22,0.026,7,1,2020,,,,,,,,,,,,,,,,
32,CLE,-1.076,,-12.00%,27,0-1,-0.575,31,0.333,31,-0.168,31,1,2020,,,,,,,,,,,,,,,,
1,BAL,0.606,1,20.80%,1,2-0,0.233,5,-0.311,3,0.062,3,2,2020,,,,,,,,,,,,,,,,
2,SEA,0.341,4,11.60%,5,2-0,0.349,2,0.099,24,0.091,1,2,2020,,,,,,,,,,,,,,,,
3,PIT,0.324,5,12.30%,4,2-0,-0.011,14,-0.353,2,-0.019,19,2,2020,,,,,,,,,,,,,,,,
4,GB,0.255,17,3.50%,10,2-0,0.367,1,0.120,26,0.008,12,2,2020,,,,,,,,,,,,,,,,
5,LAR,0.237,21,7.90%,7,2-0,0.308,3,-0.014,14,-0.085,29,2,2020,,,,,,,,,,,,,,,,
6,BUF,0.235,7,1.80%,13,2-0,0.207,7,-0.050,12,-0.022,20,2,2020,,,,,,,,,,,,,,,,
7,NO,0.186,9,20.20%,2,1-1,0.065,12,-0.068,10,0.053,4,2,2020,,,,,,,,,,,,,,,,
8,IND,0.131,26,7.70%,8,1-1,-0.066,21,-0.182,5,0.015,10,2,2020,,,,,,,,,,,,,,,,
9,NE,0.116,2,1.10%,14,1-1,0.275,4,0.069,19,-0.090,30,2,2020,,,,,,,,,,,,,,,,
10,KC,0.104,16,18.80%,3,2-0,0.157,8,0.097,23,0.044,5,2,2020,,,,,,,,,,,,,,,,
11,TB,0.078,23,8.70%,6,1-1,-0.047,19,-0.190,4,-0.066,27,2,2020,,,,,,,,,,,,,,,,
12,JAX,0.053,3,-8.20%,24,1-1,0.219,6,0.127,27,-0.039,24,2,2020,,,,,,,,,,,,,,,,
13,TEN,0.048,22,2.40%,12,2-0,0.135,9,-0.008,16,-0.095,31,2,2020,,,,,,,,,,,,,,,,
14,DAL,0.041,14,6.10%,9,1-1,0.069,11,-0.008,15,-0.037,22,2,2020,,,,,,,,,,,,,,,,
15,SF,0.025,19,0.50%,16,1-1,-0.055,20,-0.094,9,-0.014,18,2,2020,,,,,,,,,,,,,,,,
16,WAS,0.010,6,-16.10%,30,1-1,-0.326,30,-0.362,1,-0.026,21,2,2020,,,,,,,,,,,,,,,,
17,ARI,0.002,18,0.80%,15,2-0,-0.089,23,-0.095,8,-0.005,15,2,2020,,,,,,,,,,,,,,,,
18,CHI,-0.016,13,-2.90%,20,2-0,-0.126,24,-0.149,6,-0.039,23,2,2020,,,,,,,,,,,,,,,,
19,LAC,-0.045,11,-2.60%,19,1-1,-0.021,17,-0.036,13,-0.060,26,2,2020,,,,,,,,,,,,,,,,
20,LV,-0.086,8,-5.10%,23,2-0,0.104,10,0.188,30,-0.001,14,2,2020,,,,,,,,,,,,,,,,
21,ATL,-0.096,25,2.90%,11,0-2,0.038,13,0.155,28,0.021,9,2,2020,,,,,,,,,,,,,,,,
22,HOU,-0.154,20,-3.80%,21,0-2,-0.045,18,0.114,25,0.005,13,2,2020,,,,,,,,,,,,,,,,
23,CAR,-0.206,12,-17.80%,31,0-2,-0.011,15,0.182,29,-0.013,16,2,2020,,,,,,,,,,,,,,,,
24,DET,-0.213,15,-2.20%,18,0-2,-0.013,16,0.226,31,0.026,7,2,2020,,,,,,,,,,,,,,,,
25,MIN,-0.215,10,-4.90%,22,0-2,-0.131,25,0.070,20,-0.014,17,2,2020,,,,,,,,,,,,,,,,
26,NYG,-0.218,31,-9.10%,25,0-2,-0.363,31,-0.121,7,0.023,8,2,2020,,,,,,,,,,,,,,,,
27,CIN,-0.251,27,-16.10%,29,0-2,-0.209,27,0.076,22,0.035,6,2,2020,,,,,,,,,,,,,,,,
28,NYJ,-0.272,28,-14.60%,27,0-2,-0.273,29,-0.059,11,-0.057,25,2,2020,,,,,,,,,,,,,,,,
29,CLE,-0.350,32,-9.30%,26,1-1,-0.157,26,0.075,21,-0.118,32,2,2020,,,,,,,,,,,,,,,,
30,DEN,-0.351,24,-15.30%,28,0-2,-0.261,28,0.006,17,-0.085,28,2,2020,,,,,,,,,,,,,,,,
31,MIA,-0.353,30,-18.00%,32,0-2,-0.074,22,0.346,32,0.066,2,2,2020,,,,,,,,,,,,,,,,
32,PHI,-0.429,29,-2.10%,17,0-2,-0.376,32,0.064,18,0.011,11,2,2020,,,,,,,,,,,,,,,,
1,IND,0.352,8,13.00%,5,2-1,-0.007,18,-0.323,1,0.036,10,3,2020,,,,,,,,,,,,,,,,
2,PIT,0.320,3,13.90%,4,3-0,0.044,14,-0.269,3,0.008,13,3,2020,,,,,,,,,,,,,,,,
3,SF,0.301,15,6.80%,9,2-1,0.113,8,-0.189,5,-0.001,15,3,2020,,,,,,,,,,,,,,,,
4,SEA,0.267,2,11.80%,7,3-0,0.273,3,0.073,23,0.067,2,3,2020,,,,,,,,,,,,,,,,
5,TB,0.254,11,12.50%,6,2-1,0.022,16,-0.286,2,-0.054,27,3,2020,,,,,,,,,,,,,,,,
6,BAL,0.242,1,16.00%,3,2-1,0.049,13,-0.048,10,0.145,1,3,2020,,,,,,,,,,,,,,,,
7,LAR,0.210,5,8.60%,8,2-1,0.346,1,0.054,21,-0.081,31,3,2020,,,,,,,,,,,,,,,,
8,GB,0.204,4,4.20%,11,3-0,0.278,2,0.117,28,0.044,7,3,2020,,,,,,,,,,,,,,,,
9,KC,0.172,10,19.60%,1,3-0,0.252,5,-0.001,13,-0.081,30,3,2020,,,,,,,,,,,,,,,,
10,BUF,0.165,6,2.00%,15,3-0,0.222,6,0.088,24,0.031,11,3,2020,,,,,,,,,,,,,,,,
11,NO,0.148,7,16.80%,2,1-2,0.085,10,-0.025,12,0.038,8,3,2020,,,,,,,,,,,,,,,,
12,NE,0.139,9,2.50%,12,2-1,0.269,4,0.091,25,-0.038,25,3,2020,,,,,,,,,,,,,,,,
13,TEN,0.035,13,2.30%,13,3-0,0.074,11,0.023,16,-0.016,18,3,2020,,,,,,,,,,,,,,,,
14,DAL,0.015,14,5.40%,10,1-2,0.055,12,0.028,17,-0.012,17,3,2020,,,,,,,,,,,,,,,,
15,LAC,0.012,19,-1.50%,18,1-2,0.018,17,-0.025,11,-0.031,23,3,2020,,,,,,,,,,,,,,,,
16,ARI,-0.007,17,0.60%,16,2-1,-0.089,24,-0.085,7,-0.003,16,3,2020,,,,,,,,,,,,,,,,
17,CHI,-0.031,18,-3.10%,19,3-0,-0.141,26,-0.136,6,-0.025,22,3,2020,,,,,,,,,,,,,,,,
18,JAX,-0.051,12,-9.30%,25,1-2,0.134,7,0.144,29,-0.041,26,3,2020,,,,,,,,,,,,,,,,
19,CLE,-0.085,29,-5.60%,23,2-1,-0.090,25,-0.059,8,-0.055,28,3,2020,,,,,,,,,,,,,,,,
20,CIN,-0.085,27,-13.20%,26,2000-2-1,-0.188,27,-0.055,9,0.048,6,3,2020,,,,,,,,,,,,,,,,
21,ATL,-0.087,21,2.00%,14,0-3,-0.008,19,0.045,20,-0.034,24,3,2020,,,,,,,,,,,,,,,,
22,DET,-0.097,24,-1.20%,17,1-2,-0.039,22,0.115,27,0.057,3,3,2020,,,,,,,,,,,,,,,,
23,HOU,-0.109,22,-3.70%,21,0-3,-0.027,21,0.094,26,0.012,12,3,2020,,,,,,,,,,,,,,,,
24,MIN,-0.115,25,-4.10%,22,0-3,-0.050,23,0.040,19,-0.025,21,3,2020,,,,,,,,,,,,,,,,
25,LV,-0.117,20,-6.10%,24,2-1,0.089,9,0.183,31,-0.022,20,3,2020,,,,,,,,,,,,,,,,
26,MIA,-0.123,31,-14.40%,27,1-2,0.023,15,0.201,32,0.055,4,3,2020,,,,,,,,,,,,,,,,
27,WAS,-0.140,16,-18.00%,30,1-2,-0.353,29,-0.231,4,-0.018,19,3,2020,,,,,,,,,,,,,,,,
28,CAR,-0.180,23,-17.40%,29,1-2,-0.017,20,0.166,30,0.003,14,3,2020,,,,,,,,,,,,,,,,
29,PHI,-0.325,32,-3.10%,20,2000-2-1,-0.342,28,0.019,15,0.037,9,3,2020,,,,,,,,,,,,,,,,
30,NYG,-0.412,26,-14.40%,28,0-3,-0.430,32,0.034,18,0.052,5,3,2020,,,,,,,,,,,,,,,,
31,NYJ,-0.442,28,-19.40%,31,0-3,-0.378,31,0.006,14,-0.058,29,3,2020,,,,,,,,,,,,,,,,
